year,round,grand_prix_mapped,driver_number,stint_number,compound,lap_start,lap_end,tyre_age_at_start
2023,1,Bahrain_Grand_Prix,1,1,SOFT,1.0,14.0,3
2023,1,Bahrain_Grand_Prix,1,2,SOFT,15.0,36.0,2
2023,1,Bahrain_Grand_Prix,1,3,HARD,37.0,57.0,0
2023,1,Bahrain_Grand_Prix,2,1,SOFT,1.0,12.0,0
2023,1,Bahrain_Grand_Prix,2,2,SOFT,13.0,30.0,0
2023,1,Bahrain_Grand_Prix,2,3,HARD,31.0,40.0,0
2023,1,Bahrain_Grand_Prix,2,4,SOFT,41.0,56.0,0
2023,1,Bahrain_Grand_Prix,4,1,SOFT,1.0,10.0,0
2023,1,Bahrain_Grand_Prix,4,2,HARD,11.0,17.0,0
2023,1,Bahrain_Grand_Prix,4,3,SOFT,18.0,27.0,3
2023,1,Bahrain_Grand_Prix,4,4,MEDIUM,28.0,37.0,0
2023,1,Bahrain_Grand_Prix,4,5,HARD,38.0,47.0,0
2023,1,Bahrain_Grand_Prix,4,6,SOFT,48.0,54.0,4
2023,1,Bahrain_Grand_Prix,4,7,SOFT,55.0,55.0,6
2023,1,Bahrain_Grand_Prix,10,1,SOFT,1.0,9.0,0
2023,1,Bahrain_Grand_Prix,10,2,HARD,10.0,25.0,0
2023,1,Bahrain_Grand_Prix,10,3,HARD,26.0,40.0,0
2023,1,Bahrain_Grand_Prix,10,4,SOFT,41.0,57.0,0
2023,1,Bahrain_Grand_Prix,11,1,SOFT,1.0,17.0,3
2023,1,Bahrain_Grand_Prix,11,2,SOFT,18.0,34.0,2
2023,1,Bahrain_Grand_Prix,11,3,HARD,35.0,57.0,0
2023,1,Bahrain_Grand_Prix,14,1,SOFT,1.0,14.0,3
2023,1,Bahrain_Grand_Prix,14,2,HARD,15.0,34.0,0
2023,1,Bahrain_Grand_Prix,14,3,HARD,35.0,57.0,0
2023,1,Bahrain_Grand_Prix,16,1,SOFT,1.0,13.0,0
2023,1,Bahrain_Grand_Prix,16,2,HARD,14.0,33.0,0
2023,1,Bahrain_Grand_Prix,16,3,HARD,34.0,39.0,0
2023,1,Bahrain_Grand_Prix,18,1,SOFT,1.0,15.0,3
2023,1,Bahrain_Grand_Prix,18,2,HARD,16.0,30.0,0
2023,1,Bahrain_Grand_Prix,18,3,HARD,31.0,57.0,0
2023,1,Bahrain_Grand_Prix,20,1,HARD,1.0,15.0,0
2023,1,Bahrain_Grand_Prix,20,2,HARD,16.0,29.0,0
2023,1,Bahrain_Grand_Prix,20,3,SOFT,30.0,40.0,0
2023,1,Bahrain_Grand_Prix,20,4,SOFT,41.0,56.0,0
2023,1,Bahrain_Grand_Prix,21,1,SOFT,1.0,11.0,0
2023,1,Bahrain_Grand_Prix,21,2,HARD,12.0,27.0,0
2023,1,Bahrain_Grand_Prix,21,3,HARD,28.0,56.0,0
2023,1,Bahrain_Grand_Prix,22,1,SOFT,1.0,10.0,0
2023,1,Bahrain_Grand_Prix,22,2,HARD,11.0,26.0,0
2023,1,Bahrain_Grand_Prix,22,3,HARD,27.0,40.0,0
2023,1,Bahrain_Grand_Prix,22,4,SOFT,41.0,57.0,3
2023,1,Bahrain_Grand_Prix,23,1,SOFT,1.0,11.0,0
2023,1,Bahrain_Grand_Prix,23,2,SOFT,12.0,26.0,0
2023,1,Bahrain_Grand_Prix,23,3,HARD,27.0,40.0,0
2023,1,Bahrain_Grand_Prix,23,4,SOFT,41.0,57.0,0
2023,1,Bahrain_Grand_Prix,24,1,SOFT,1.0,12.0,0
2023,1,Bahrain_Grand_Prix,24,2,HARD,13.0,32.0,0
2023,1,Bahrain_Grand_Prix,24,3,SOFT,33.0,54.0,3
2023,1,Bahrain_Grand_Prix,24,4,SOFT,55.0,56.0,3
2023,1,Bahrain_Grand_Prix,27,1,SOFT,1.0,11.0,3
2023,1,Bahrain_Grand_Prix,27,2,HARD,12.0,26.0,0
2023,1,Bahrain_Grand_Prix,27,3,HARD,27.0,40.0,0
2023,1,Bahrain_Grand_Prix,27,4,SOFT,41.0,56.0,3
2023,1,Bahrain_Grand_Prix,31,1,SOFT,1.0,12.0,3
2023,1,Bahrain_Grand_Prix,31,2,HARD,13.0,15.0,0
2023,1,Bahrain_Grand_Prix,31,3,HARD,16.0,32.0,0
2023,1,Bahrain_Grand_Prix,31,4,HARD,33.0,41.0,0
2023,1,Bahrain_Grand_Prix,44,1,SOFT,1.0,12.0,3
2023,1,Bahrain_Grand_Prix,44,2,HARD,13.0,30.0,0
2023,1,Bahrain_Grand_Prix,44,3,HARD,31.0,57.0,0
2023,1,Bahrain_Grand_Prix,55,1,SOFT,1.0,13.0,3
2023,1,Bahrain_Grand_Prix,55,2,HARD,14.0,31.0,0
2023,1,Bahrain_Grand_Prix,55,3,HARD,32.0,57.0,0
2023,1,Bahrain_Grand_Prix,63,1,SOFT,1.0,13.0,3
2023,1,Bahrain_Grand_Prix,63,2,HARD,14.0,31.0,0
2023,1,Bahrain_Grand_Prix,63,3,HARD,32.0,57.0,0
2023,1,Bahrain_Grand_Prix,77,1,SOFT,1.0,11.0,0
2023,1,Bahrain_Grand_Prix,77,2,HARD,12.0,29.0,0
2023,1,Bahrain_Grand_Prix,77,3,HARD,30.0,57.0,0
2023,1,Bahrain_Grand_Prix,81,1,SOFT,1.0,13.0,0
2023,2,Saudi_Arabian_Grand_Prix,1,1,MEDIUM,1.0,18.0,0
2023,2,Saudi_Arabian_Grand_Prix,1,2,HARD,19.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,2,1,HARD,1.0,18.0,0
2023,2,Saudi_Arabian_Grand_Prix,2,2,MEDIUM,19.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,4,1,SOFT,1.0,2.0,0
2023,2,Saudi_Arabian_Grand_Prix,4,2,HARD,3.0,19.0,0
2023,2,Saudi_Arabian_Grand_Prix,4,3,MEDIUM,20.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,10,1,MEDIUM,1.0,14.0,0
2023,2,Saudi_Arabian_Grand_Prix,10,2,HARD,15.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,11,1,MEDIUM,1.0,18.0,0
2023,2,Saudi_Arabian_Grand_Prix,11,2,HARD,19.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,14,1,MEDIUM,1.0,18.0,0
2023,2,Saudi_Arabian_Grand_Prix,14,2,HARD,19.0,50.0,1
2023,2,Saudi_Arabian_Grand_Prix,16,1,SOFT,1.0,16.0,0
2023,2,Saudi_Arabian_Grand_Prix,16,2,HARD,17.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,18,1,MEDIUM,1.0,13.0,0
2023,2,Saudi_Arabian_Grand_Prix,18,2,HARD,14.0,16.0,0
2023,2,Saudi_Arabian_Grand_Prix,20,1,MEDIUM,1.0,8.0,0
2023,2,Saudi_Arabian_Grand_Prix,20,2,HARD,9.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,21,1,MEDIUM,1.0,17.0,0
2023,2,Saudi_Arabian_Grand_Prix,21,2,HARD,18.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,22,1,MEDIUM,1.0,17.0,0
2023,2,Saudi_Arabian_Grand_Prix,22,2,HARD,18.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,23,1,MEDIUM,1.0,17.0,0
2023,2,Saudi_Arabian_Grand_Prix,23,2,HARD,18.0,27.0,0
2023,2,Saudi_Arabian_Grand_Prix,24,1,MEDIUM,1.0,11.0,0
2023,2,Saudi_Arabian_Grand_Prix,24,2,HARD,12.0,18.0,0
2023,2,Saudi_Arabian_Grand_Prix,24,3,MEDIUM,19.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,27,1,MEDIUM,1.0,11.0,0
2023,2,Saudi_Arabian_Grand_Prix,27,2,HARD,12.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,31,1,MEDIUM,1.0,16.0,0
2023,2,Saudi_Arabian_Grand_Prix,31,2,HARD,17.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,44,1,HARD,1.0,18.0,0
2023,2,Saudi_Arabian_Grand_Prix,44,2,MEDIUM,19.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,55,1,MEDIUM,1.0,15.0,0
2023,2,Saudi_Arabian_Grand_Prix,55,2,HARD,16.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,63,1,MEDIUM,1.0,18.0,0
2023,2,Saudi_Arabian_Grand_Prix,63,2,HARD,19.0,50.0,0
2023,2,Saudi_Arabian_Grand_Prix,77,1,MEDIUM,1.0,9.0,0
2023,2,Saudi_Arabian_Grand_Prix,77,2,HARD,10.0,17.0,0
2023,2,Saudi_Arabian_Grand_Prix,77,3,MEDIUM,18.0,35.0,0
2023,2,Saudi_Arabian_Grand_Prix,77,4,SOFT,36.0,49.0,0
2023,2,Saudi_Arabian_Grand_Prix,81,1,MEDIUM,1.0,1.0,0
2023,2,Saudi_Arabian_Grand_Prix,81,2,HARD,2.0,50.0,0
2023,3,Australian_Grand_Prix,1,1,MEDIUM,1.0,8.0,0
2023,3,Australian_Grand_Prix,1,2,HARD,8.0,55.0,0
2023,3,Australian_Grand_Prix,1,3,SOFT,56.0,57.0,3
2023,3,Australian_Grand_Prix,1,4,SOFT,58.0,58.0,5
2023,3,Australian_Grand_Prix,2,1,HARD,1.0,1.0,0
2023,3,Australian_Grand_Prix,2,2,MEDIUM,1.0,2.0,0
2023,3,Australian_Grand_Prix,2,3,HARD,2.0,8.0,1
2023,3,Australian_Grand_Prix,2,4,MEDIUM,8.0,36.0,0
2023,3,Australian_Grand_Prix,2,5,HARD,36.0,54.0,7
2023,3,Australian_Grand_Prix,2,6,SOFT,55.0,55.0,0
2023,3,Australian_Grand_Prix,2,7,SOFT,55.0,56.0,1
2023,3,Australian_Grand_Prix,4,1,MEDIUM,1.0,8.0,0
2023,3,Australian_Grand_Prix,4,2,HARD,8.0,55.0,0
2023,3,Australian_Grand_Prix,4,3,SOFT,55.0,57.0,0
2023,3,Australian_Grand_Prix,4,4,SOFT,57.0,58.0,4
2023,3,Australian_Grand_Prix,10,1,SOFT,1.0,8.0,0
2023,3,Australian_Grand_Prix,10,2,HARD,8.0,55.0,0
2023,3,Australian_Grand_Prix,10,3,SOFT,55.0,56.0,0
2023,3,Australian_Grand_Prix,11,1,HARD,1.0,1.0,0
2023,3,Australian_Grand_Prix,11,2,MEDIUM,1.0,2.0,0
2023,3,Australian_Grand_Prix,11,3,HARD,2.0,8.0,0
2023,3,Australian_Grand_Prix,11,4,HARD,8.0,55.0,1
2023,3,Australian_Grand_Prix,11,5,SOFT,55.0,57.0,0
2023,3,Australian_Grand_Prix,11,6,SOFT,57.0,58.0,0
2023,3,Australian_Grand_Prix,14,1,MEDIUM,1.0,8.0,1
2023,3,Australian_Grand_Prix,14,2,HARD,8.0,55.0,0
2023,3,Australian_Grand_Prix,14,3,SOFT,55.0,57.0,4
2023,3,Australian_Grand_Prix,14,4,SOFT,57.0,58.0,4
2023,3,Australian_Grand_Prix,16,1,MEDIUM,,,0
2023,3,Australian_Grand_Prix,18,1,MEDIUM,1.0,8.0,1
2023,3,Australian_Grand_Prix,18,2,HARD,8.0,55.0,0
2023,3,Australian_Grand_Prix,18,3,SOFT,55.0,57.0,5
2023,3,Australian_Grand_Prix,18,4,SOFT,57.0,58.0,6
2023,3,Australian_Grand_Prix,20,1,MEDIUM,1.0,7.0,0
2023,3,Australian_Grand_Prix,20,2,HARD,7.0,8.0,0
2023,3,Australian_Grand_Prix,20,3,HARD,8.0,52.0,1
2023,3,Australian_Grand_Prix,21,1,HARD,1.0,8.0,0
2023,3,Australian_Grand_Prix,21,2,MEDIUM,8.0,45.0,0
2023,3,Australian_Grand_Prix,21,3,SOFT,45.0,54.0,0
2023,3,Australian_Grand_Prix,21,4,SOFT,55.0,55.0,4
2023,3,Australian_Grand_Prix,21,5,SOFT,55.0,56.0,0
2023,3,Australian_Grand_Prix,22,1,MEDIUM,1.0,8.0,0
2023,3,Australian_Grand_Prix,22,2,HARD,8.0,54.0,0
2023,3,Australian_Grand_Prix,22,3,SOFT,54.0,55.0,0
2023,3,Australian_Grand_Prix,22,4,SOFT,55.0,57.0,4
2023,3,Australian_Grand_Prix,22,5,SOFT,57.0,58.0,8
2023,3,Australian_Grand_Prix,23,1,MEDIUM,1.0,6.0,0
2023,3,Australian_Grand_Prix,24,1,SOFT,1.0,1.0,0
2023,3,Australian_Grand_Prix,24,2,HARD,1.0,8.0,0
2023,3,Australian_Grand_Prix,24,3,HARD,8.0,54.0,7
2023,3,Australian_Grand_Prix,24,4,SOFT,54.0,55.0,0
2023,3,Australian_Grand_Prix,24,5,SOFT,55.0,57.0,0
2023,3,Australian_Grand_Prix,24,6,SOFT,57.0,58.0,2
2023,3,Australian_Grand_Prix,27,1,MEDIUM,1.0,8.0,0
2023,3,Australian_Grand_Prix,27,2,HARD,8.0,55.0,0
2023,3,Australian_Grand_Prix,27,3,SOFT,55.0,57.0,4
2023,3,Australian_Grand_Prix,27,4,SOFT,57.0,58.0,0
2023,3,Australian_Grand_Prix,31,1,SOFT,1.0,1.0,0
2023,3,Australian_Grand_Prix,31,2,HARD,1.0,8.0,0
2023,3,Australian_Grand_Prix,31,3,HARD,8.0,55.0,7
2023,3,Australian_Grand_Prix,31,4,SOFT,55.0,56.0,0
2023,3,Australian_Grand_Prix,44,1,MEDIUM,1.0,8.0,0
2023,3,Australian_Grand_Prix,44,2,HARD,9.0,55.0,0
2023,3,Australian_Grand_Prix,44,3,SOFT,56.0,57.0,4
2023,3,Australian_Grand_Prix,44,4,SOFT,58.0,58.0,4
2023,3,Australian_Grand_Prix,55,1,MEDIUM,1.0,7.0,0
2023,3,Australian_Grand_Prix,55,2,HARD,7.0,8.0,0
2023,3,Australian_Grand_Prix,55,3,HARD,8.0,55.0,1
2023,3,Australian_Grand_Prix,55,4,SOFT,55.0,57.0,4
2023,3,Australian_Grand_Prix,55,5,SOFT,57.0,58.0,4
2023,3,Australian_Grand_Prix,63,1,MEDIUM,1.0,7.0,0
2023,3,Australian_Grand_Prix,63,2,HARD,7.0,8.0,0
2023,3,Australian_Grand_Prix,63,3,HARD,8.0,17.0,1
2023,3,Australian_Grand_Prix,77,1,SOFT,1.0,1.0,0
2023,3,Australian_Grand_Prix,77,2,HARD,1.0,8.0,0
2023,3,Australian_Grand_Prix,77,3,HARD,8.0,53.0,7
2023,3,Australian_Grand_Prix,77,4,SOFT,53.0,54.0,0
2023,3,Australian_Grand_Prix,77,5,SOFT,55.0,54.0,0
2023,3,Australian_Grand_Prix,77,6,SOFT,55.0,57.0,2
2023,3,Australian_Grand_Prix,77,7,SOFT,57.0,58.0,4
2023,3,Australian_Grand_Prix,81,1,MEDIUM,1.0,8.0,0
2023,3,Australian_Grand_Prix,81,2,HARD,8.0,54.0,0
2023,3,Australian_Grand_Prix,81,3,SOFT,54.0,55.0,0
2023,3,Australian_Grand_Prix,81,4,SOFT,55.0,57.0,0
2023,3,Australian_Grand_Prix,81,5,SOFT,57.0,58.0,0
2023,4,Azerbaijan_Grand_Prix,1,1,MEDIUM,1.0,10.0,0
2023,4,Azerbaijan_Grand_Prix,1,2,HARD,11.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,2,1,MEDIUM,1.0,8.0,0
2023,4,Azerbaijan_Grand_Prix,2,2,HARD,9.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,4,1,MEDIUM,1.0,9.0,0
2023,4,Azerbaijan_Grand_Prix,4,2,HARD,10.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,10,1,MEDIUM,1.0,5.0,0
2023,4,Azerbaijan_Grand_Prix,10,2,HARD,6.0,23.0,0
2023,4,Azerbaijan_Grand_Prix,10,3,HARD,24.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,11,1,MEDIUM,1.0,11.0,0
2023,4,Azerbaijan_Grand_Prix,11,2,HARD,12.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,14,1,MEDIUM,1.0,11.0,0
2023,4,Azerbaijan_Grand_Prix,14,2,HARD,12.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,16,1,MEDIUM,1.0,11.0,0
2023,4,Azerbaijan_Grand_Prix,16,2,HARD,12.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,18,1,MEDIUM,1.0,11.0,0
2023,4,Azerbaijan_Grand_Prix,18,2,HARD,12.0,51.0,3
2023,4,Azerbaijan_Grand_Prix,20,1,MEDIUM,1.0,10.0,0
2023,4,Azerbaijan_Grand_Prix,20,2,HARD,11.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,21,1,HARD,1.0,9.0,0
2023,4,Azerbaijan_Grand_Prix,22,1,MEDIUM,1.0,8.0,0
2023,4,Azerbaijan_Grand_Prix,22,2,HARD,9.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,23,1,MEDIUM,1.0,7.0,0
2023,4,Azerbaijan_Grand_Prix,23,2,HARD,8.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,24,1,MEDIUM,1.0,11.0,0
2023,4,Azerbaijan_Grand_Prix,24,2,HARD,12.0,36.0,0
2023,4,Azerbaijan_Grand_Prix,27,1,HARD,1.0,49.0,0
2023,4,Azerbaijan_Grand_Prix,27,2,SOFT,50.0,50.0,0
2023,4,Azerbaijan_Grand_Prix,31,1,HARD,1.0,50.0,0
2023,4,Azerbaijan_Grand_Prix,31,2,SOFT,51.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,44,1,MEDIUM,1.0,9.0,0
2023,4,Azerbaijan_Grand_Prix,44,2,HARD,10.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,55,1,MEDIUM,1.0,11.0,0
2023,4,Azerbaijan_Grand_Prix,55,2,HARD,12.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,63,1,MEDIUM,1.0,11.0,0
2023,4,Azerbaijan_Grand_Prix,63,2,HARD,12.0,49.0,0
2023,4,Azerbaijan_Grand_Prix,63,3,SOFT,50.0,51.0,0
2023,4,Azerbaijan_Grand_Prix,77,1,MEDIUM,1.0,6.0,0
2023,4,Azerbaijan_Grand_Prix,77,2,HARD,7.0,12.0,0
2023,4,Azerbaijan_Grand_Prix,77,3,HARD,13.0,34.0,0
2023,4,Azerbaijan_Grand_Prix,77,4,MEDIUM,35.0,50.0,0
2023,4,Azerbaijan_Grand_Prix,81,1,MEDIUM,1.0,8.0,0
2023,4,Azerbaijan_Grand_Prix,81,2,HARD,9.0,51.0,0
2023,5,Miami_Grand_Prix,1,1,HARD,1.0,45.0,0
2023,5,Miami_Grand_Prix,1,2,MEDIUM,46.0,57.0,0
2023,5,Miami_Grand_Prix,2,1,MEDIUM,1.0,2.0,0
2023,5,Miami_Grand_Prix,2,2,HARD,3.0,56.0,0
2023,5,Miami_Grand_Prix,4,1,SOFT,1.0,4.0,0
2023,5,Miami_Grand_Prix,4,2,HARD,5.0,57.0,0
2023,5,Miami_Grand_Prix,10,1,MEDIUM,1.0,15.0,0
2023,5,Miami_Grand_Prix,10,2,HARD,16.0,57.0,0
2023,5,Miami_Grand_Prix,11,1,MEDIUM,1.0,20.0,0
2023,5,Miami_Grand_Prix,11,2,HARD,21.0,57.0,0
2023,5,Miami_Grand_Prix,14,1,MEDIUM,1.0,24.0,1
2023,5,Miami_Grand_Prix,14,2,HARD,25.0,57.0,1
2023,5,Miami_Grand_Prix,16,1,MEDIUM,1.0,17.0,0
2023,5,Miami_Grand_Prix,16,2,HARD,18.0,57.0,0
2023,5,Miami_Grand_Prix,18,1,HARD,1.0,42.0,1
2023,5,Miami_Grand_Prix,18,2,MEDIUM,43.0,57.0,1
2023,5,Miami_Grand_Prix,20,1,MEDIUM,1.0,14.0,0
2023,5,Miami_Grand_Prix,20,2,HARD,15.0,57.0,0
2023,5,Miami_Grand_Prix,21,1,MEDIUM,1.0,15.0,0
2023,5,Miami_Grand_Prix,21,2,HARD,16.0,57.0,0
2023,5,Miami_Grand_Prix,22,1,HARD,1.0,36.0,0
2023,5,Miami_Grand_Prix,22,2,MEDIUM,37.0,57.0,0
2023,5,Miami_Grand_Prix,23,1,MEDIUM,1.0,22.0,0
2023,5,Miami_Grand_Prix,23,2,HARD,23.0,57.0,0
2023,5,Miami_Grand_Prix,24,1,HARD,1.0,31.0,0
2023,5,Miami_Grand_Prix,24,2,MEDIUM,32.0,57.0,0
2023,5,Miami_Grand_Prix,27,1,HARD,1.0,33.0,0
2023,5,Miami_Grand_Prix,27,2,MEDIUM,34.0,57.0,0
2023,5,Miami_Grand_Prix,31,1,HARD,1.0,39.0,0
2023,5,Miami_Grand_Prix,31,2,MEDIUM,40.0,57.0,0
2023,5,Miami_Grand_Prix,44,1,HARD,1.0,37.0,0
2023,5,Miami_Grand_Prix,44,2,MEDIUM,38.0,57.0,0
2023,5,Miami_Grand_Prix,55,1,MEDIUM,1.0,18.0,0
2023,5,Miami_Grand_Prix,55,2,HARD,19.0,57.0,0
2023,5,Miami_Grand_Prix,63,1,MEDIUM,1.0,17.0,0
2023,5,Miami_Grand_Prix,63,2,HARD,18.0,57.0,0
2023,5,Miami_Grand_Prix,77,1,MEDIUM,1.0,15.0,0
2023,5,Miami_Grand_Prix,77,2,HARD,16.0,57.0,0
2023,5,Miami_Grand_Prix,81,1,SOFT,1.0,5.0,0
2023,5,Miami_Grand_Prix,81,2,HARD,6.0,56.0,0
2023,6,Monaco_Grand_Prix,1,1,MEDIUM,1.0,55.0,0
2023,6,Monaco_Grand_Prix,1,2,INTERMEDIATE,55.0,78.0,0
2023,6,Monaco_Grand_Prix,2,1,MEDIUM,1.0,20.0,0
2023,6,Monaco_Grand_Prix,2,2,HARD,20.0,23.0,0
2023,6,Monaco_Grand_Prix,2,3,SOFT,23.0,52.0,0
2023,6,Monaco_Grand_Prix,2,4,INTERMEDIATE,52.0,76.0,0
2023,6,Monaco_Grand_Prix,4,1,MEDIUM,1.0,50.0,0
2023,6,Monaco_Grand_Prix,4,2,HARD,50.0,54.0,0
2023,6,Monaco_Grand_Prix,4,3,INTERMEDIATE,54.0,77.0,0
2023,6,Monaco_Grand_Prix,10,1,HARD,1.0,47.0,0
2023,6,Monaco_Grand_Prix,10,2,MEDIUM,47.0,54.0,0
2023,6,Monaco_Grand_Prix,10,3,INTERMEDIATE,54.0,78.0,0
2023,6,Monaco_Grand_Prix,11,1,MEDIUM,1.0,1.0,0
2023,6,Monaco_Grand_Prix,11,2,HARD,1.0,34.0,0
2023,6,Monaco_Grand_Prix,11,3,MEDIUM,34.0,53.0,1
2023,6,Monaco_Grand_Prix,11,4,INTERMEDIATE,53.0,57.0,0
2023,6,Monaco_Grand_Prix,11,5,WET,57.0,70.0,0
2023,6,Monaco_Grand_Prix,11,6,INTERMEDIATE,70.0,76.0,0
2023,6,Monaco_Grand_Prix,14,1,HARD,1.0,54.0,1
2023,6,Monaco_Grand_Prix,14,2,MEDIUM,54.0,55.0,1
2023,6,Monaco_Grand_Prix,14,3,INTERMEDIATE,55.0,78.0,0
2023,6,Monaco_Grand_Prix,16,1,HARD,1.0,44.0,0
2023,6,Monaco_Grand_Prix,16,2,MEDIUM,44.0,55.0,0
2023,6,Monaco_Grand_Prix,16,3,INTERMEDIATE,55.0,78.0,0
2023,6,Monaco_Grand_Prix,18,1,HARD,1.0,51.0,1
2023,6,Monaco_Grand_Prix,18,2,INTERMEDIATE,51.0,53.0,0
2023,6,Monaco_Grand_Prix,20,1,HARD,1.0,56.0,0
2023,6,Monaco_Grand_Prix,20,2,WET,56.0,70.0,0
2023,6,Monaco_Grand_Prix,21,1,MEDIUM,1.0,53.0,0
2023,6,Monaco_Grand_Prix,21,2,INTERMEDIATE,53.0,77.0,0
2023,6,Monaco_Grand_Prix,22,1,MEDIUM,1.0,53.0,0
2023,6,Monaco_Grand_Prix,22,2,INTERMEDIATE,53.0,76.0,0
2023,6,Monaco_Grand_Prix,23,1,MEDIUM,1.0,18.0,0
2023,6,Monaco_Grand_Prix,23,2,HARD,18.0,52.0,0
2023,6,Monaco_Grand_Prix,23,3,INTERMEDIATE,52.0,77.0,0
2023,6,Monaco_Grand_Prix,24,1,SOFT,1.0,1.0,0
2023,6,Monaco_Grand_Prix,24,2,HARD,1.0,52.0,0
2023,6,Monaco_Grand_Prix,24,3,INTERMEDIATE,52.0,77.0,0
2023,6,Monaco_Grand_Prix,27,1,MEDIUM,1.0,1.0,0
2023,6,Monaco_Grand_Prix,27,2,HARD,1.0,54.0,0
2023,6,Monaco_Grand_Prix,27,3,INTERMEDIATE,54.0,59.0,0
2023,6,Monaco_Grand_Prix,27,4,WET,59.0,76.0,0
2023,6,Monaco_Grand_Prix,31,1,MEDIUM,1.0,32.0,0
2023,6,Monaco_Grand_Prix,31,2,HARD,32.0,54.0,0
2023,6,Monaco_Grand_Prix,31,3,INTERMEDIATE,54.0,78.0,0
2023,6,Monaco_Grand_Prix,44,1,MEDIUM,1.0,31.0,0
2023,6,Monaco_Grand_Prix,44,2,HARD,31.0,54.0,0
2023,6,Monaco_Grand_Prix,44,3,INTERMEDIATE,54.0,78.0,0
2023,6,Monaco_Grand_Prix,55,1,HARD,1.0,33.0,0
2023,6,Monaco_Grand_Prix,55,2,MEDIUM,33.0,55.0,0
2023,6,Monaco_Grand_Prix,55,3,INTERMEDIATE,55.0,78.0,0
2023,6,Monaco_Grand_Prix,63,1,HARD,1.0,54.0,0
2023,6,Monaco_Grand_Prix,63,2,INTERMEDIATE,54.0,78.0,0
2023,6,Monaco_Grand_Prix,77,1,HARD,1.0,51.0,0
2023,6,Monaco_Grand_Prix,77,2,INTERMEDIATE,51.0,77.0,0
2023,6,Monaco_Grand_Prix,81,1,HARD,1.0,54.0,0
2023,6,Monaco_Grand_Prix,81,2,INTERMEDIATE,54.0,77.0,0
2023,7,Spanish_Grand_Prix,1,1,MEDIUM,1.0,26.0,0
2023,7,Spanish_Grand_Prix,1,2,HARD,27.0,52.0,0
2023,7,Spanish_Grand_Prix,1,3,SOFT,53.0,66.0,2
2023,7,Spanish_Grand_Prix,2,1,MEDIUM,1.0,17.0,0
2023,7,Spanish_Grand_Prix,2,2,HARD,18.0,36.0,0
2023,7,Spanish_Grand_Prix,2,3,HARD,37.0,65.0,0
2023,7,Spanish_Grand_Prix,4,1,SOFT,1.0,1.0,2
2023,7,Spanish_Grand_Prix,4,2,HARD,2.0,22.0,0
2023,7,Spanish_Grand_Prix,4,3,MEDIUM,23.0,50.0,0
2023,7,Spanish_Grand_Prix,4,4,SOFT,51.0,65.0,0
2023,7,Spanish_Grand_Prix,10,1,SOFT,1.0,19.0,3
2023,7,Spanish_Grand_Prix,10,2,MEDIUM,20.0,39.0,0
2023,7,Spanish_Grand_Prix,10,3,HARD,40.0,66.0,0
2023,7,Spanish_Grand_Prix,11,1,MEDIUM,1.0,27.0,0
2023,7,Spanish_Grand_Prix,11,2,HARD,28.0,50.0,0
2023,7,Spanish_Grand_Prix,11,3,SOFT,51.0,66.0,0
2023,7,Spanish_Grand_Prix,14,1,SOFT,1.0,19.0,3
2023,7,Spanish_Grand_Prix,14,2,SOFT,20.0,44.0,0
2023,7,Spanish_Grand_Prix,14,3,HARD,45.0,66.0,0
2023,7,Spanish_Grand_Prix,16,1,HARD,1.0,16.0,0
2023,7,Spanish_Grand_Prix,16,2,SOFT,17.0,41.0,0
2023,7,Spanish_Grand_Prix,16,3,HARD,42.0,66.0,0
2023,7,Spanish_Grand_Prix,18,1,SOFT,1.0,14.0,3
2023,7,Spanish_Grand_Prix,18,2,SOFT,15.0,34.0,0
2023,7,Spanish_Grand_Prix,18,3,HARD,35.0,66.0,0
2023,7,Spanish_Grand_Prix,20,1,SOFT,1.0,10.0,0
