year,grand_prix,grand_prix_mapped,driver_number,lap_number
2023,Austin,United_States_Grand_Prix,22,17.0
2023,Austin,United_States_Grand_Prix,10,18.0
2023,Austin,United_States_Grand_Prix,14,19.0
2023,Austin,United_States_Grand_Prix,27,19.0
2023,Austin,United_States_Grand_Prix,44,20.0
2023,Austin,United_States_Grand_Prix,18,20.0
2023,Austin,United_States_Grand_Prix,63,21.0
2023,Austin,United_States_Grand_Prix,3,22.0
2023,Austin,United_States_Grand_Prix,16,23.0
2023,Austin,United_States_Grand_Prix,24,27.0
2023,Austin,United_States_Grand_Prix,77,28.0
2023,Austin,United_States_Grand_Prix,23,29.0
2023,Austin,United_States_Grand_Prix,20,29.0
2023,Austin,United_States_Grand_Prix,2,32.0
2023,Austin,United_States_Grand_Prix,4,34.0
2023,Austin,United_States_Grand_Prix,22,34.0
2023,Austin,United_States_Grand_Prix,27,34.0
2023,Austin,United_States_Grand_Prix,1,35.0
2023,Austin,United_States_Grand_Prix,55,35.0
2023,Austin,United_States_Grand_Prix,11,37.0
2023,Austin,United_States_Grand_Prix,10,37.0
2023,Austin,United_States_Grand_Prix,44,38.0
2023,Austin,United_States_Grand_Prix,63,39.0
2023,Austin,United_States_Grand_Prix,18,40.0
2023,Austin,United_States_Grand_Prix,14,42.0
2023,Austin,United_States_Grand_Prix,3,47.0
2023,Austin,United_States_Grand_Prix,22,54.0
2023,Mexico City,Mexico_City_Grand_Prix,22,9.0
2023,Mexico City,Mexico_City_Grand_Prix,4,11.0
2023,Mexico City,Mexico_City_Grand_Prix,1,19.0
2023,Mexico City,Mexico_City_Grand_Prix,24,21.0
2023,Mexico City,Mexico_City_Grand_Prix,2,22.0
2023,Mexico City,Mexico_City_Grand_Prix,27,23.0
2023,Mexico City,Mexico_City_Grand_Prix,20,23.0
2023,Mexico City,Mexico_City_Grand_Prix,44,24.0
2023,Mexico City,Mexico_City_Grand_Prix,81,25.0
2023,Mexico City,Mexico_City_Grand_Prix,63,26.0
2023,Mexico City,Mexico_City_Grand_Prix,3,27.0
2023,Mexico City,Mexico_City_Grand_Prix,10,28.0
2023,Mexico City,Mexico_City_Grand_Prix,14,29.0
2023,Mexico City,Mexico_City_Grand_Prix,55,30.0
2023,Mexico City,Mexico_City_Grand_Prix,18,30.0
2023,Mexico City,Mexico_City_Grand_Prix,16,31.0
2023,Mexico City,Mexico_City_Grand_Prix,77,31.0
2023,Mexico City,Mexico_City_Grand_Prix,1,33.0
2023,Mexico City,Mexico_City_Grand_Prix,4,33.0
2023,Mexico City,Mexico_City_Grand_Prix,23,33.0
2023,Mexico City,Mexico_City_Grand_Prix,1,34.0
2023,Mexico City,Mexico_City_Grand_Prix,16,34.0
2023,Mexico City,Mexico_City_Grand_Prix,44,34.0
2023,Mexico City,Mexico_City_Grand_Prix,55,34.0
2023,Mexico City,Mexico_City_Grand_Prix,3,34.0
2023,Mexico City,Mexico_City_Grand_Prix,81,34.0
2023,Mexico City,Mexico_City_Grand_Prix,63,34.0
2023,Mexico City,Mexico_City_Grand_Prix,22,34.0
2023,Mexico City,Mexico_City_Grand_Prix,27,34.0
2023,Mexico City,Mexico_City_Grand_Prix,4,34.0
2023,Mexico City,Mexico_City_Grand_Prix,10,34.0
2023,Mexico City,Mexico_City_Grand_Prix,23,34.0
2023,Mexico City,Mexico_City_Grand_Prix,24,34.0
2023,Mexico City,Mexico_City_Grand_Prix,31,34.0
2023,Mexico City,Mexico_City_Grand_Prix,2,34.0
2023,Mexico City,Mexico_City_Grand_Prix,77,34.0
2023,Mexico City,Mexico_City_Grand_Prix,18,34.0
2023,Mexico City,Mexico_City_Grand_Prix,14,34.0
2023,Interlagos,São_Paulo_Grand_Prix,1,1.0
2023,Interlagos,São_Paulo_Grand_Prix,4,1.0
2023,Interlagos,São_Paulo_Grand_Prix,44,1.0
2023,Interlagos,São_Paulo_Grand_Prix,14,1.0
2023,Interlagos,São_Paulo_Grand_Prix,18,1.0
2023,Interlagos,São_Paulo_Grand_Prix,63,1.0
2023,Interlagos,São_Paulo_Grand_Prix,11,1.0
2023,Interlagos,São_Paulo_Grand_Prix,55,1.0
2023,Interlagos,São_Paulo_Grand_Prix,31,1.0
2023,Interlagos,São_Paulo_Grand_Prix,22,1.0
2023,Interlagos,São_Paulo_Grand_Prix,10,1.0
2023,Interlagos,São_Paulo_Grand_Prix,77,1.0
2023,Interlagos,São_Paulo_Grand_Prix,24,1.0
2023,Interlagos,São_Paulo_Grand_Prix,2,1.0
2023,Interlagos,São_Paulo_Grand_Prix,27,1.0
2023,Interlagos,São_Paulo_Grand_Prix,1,2.0
2023,Interlagos,São_Paulo_Grand_Prix,4,2.0
2023,Interlagos,São_Paulo_Grand_Prix,44,2.0
2023,Interlagos,São_Paulo_Grand_Prix,14,2.0
2023,Interlagos,São_Paulo_Grand_Prix,18,2.0
2023,Interlagos,São_Paulo_Grand_Prix,63,2.0
2023,Interlagos,São_Paulo_Grand_Prix,11,2.0
2023,Interlagos,São_Paulo_Grand_Prix,55,2.0
2023,Interlagos,São_Paulo_Grand_Prix,31,2.0
2023,Interlagos,São_Paulo_Grand_Prix,22,2.0
2023,Interlagos,São_Paulo_Grand_Prix,10,2.0
2023,Interlagos,São_Paulo_Grand_Prix,77,2.0
2023,Interlagos,São_Paulo_Grand_Prix,24,2.0
2023,Interlagos,São_Paulo_Grand_Prix,2,2.0
2023,Interlagos,São_Paulo_Grand_Prix,27,2.0
2023,Interlagos,São_Paulo_Grand_Prix,81,1.0
2023,Interlagos,São_Paulo_Grand_Prix,3,1.0
2023,Interlagos,São_Paulo_Grand_Prix,81,2.0
2023,Interlagos,São_Paulo_Grand_Prix,3,2.0
2023,Interlagos,São_Paulo_Grand_Prix,31,14.0
2023,Interlagos,São_Paulo_Grand_Prix,24,15.0
2023,Interlagos,São_Paulo_Grand_Prix,2,17.0
2023,Interlagos,São_Paulo_Grand_Prix,44,18.0
2023,Interlagos,São_Paulo_Grand_Prix,77,18.0
2023,Interlagos,São_Paulo_Grand_Prix,63,19.0
2023,Interlagos,São_Paulo_Grand_Prix,11,20.0
2023,Interlagos,São_Paulo_Grand_Prix,27,21.0
2023,Interlagos,São_Paulo_Grand_Prix,18,22.0
2023,Interlagos,São_Paulo_Grand_Prix,14,25.0
2023,Interlagos,São_Paulo_Grand_Prix,81,24.0
2023,Interlagos,São_Paulo_Grand_Prix,55,26.0
2023,Interlagos,São_Paulo_Grand_Prix,10,26.0
2023,Interlagos,São_Paulo_Grand_Prix,22,26.0
2023,Interlagos,São_Paulo_Grand_Prix,1,27.0
2023,Interlagos,São_Paulo_Grand_Prix,4,27.0
2023,Interlagos,São_Paulo_Grand_Prix,3,26.0
2023,Interlagos,São_Paulo_Grand_Prix,31,31.0
2023,Interlagos,São_Paulo_Grand_Prix,2,44.0
2023,Interlagos,São_Paulo_Grand_Prix,63,45.0
2023,Interlagos,São_Paulo_Grand_Prix,11,46.0
2023,Interlagos,São_Paulo_Grand_Prix,44,46.0
2023,Interlagos,São_Paulo_Grand_Prix,10,46.0
2023,Interlagos,São_Paulo_Grand_Prix,27,46.0
2023,Interlagos,São_Paulo_Grand_Prix,14,47.0
2023,Interlagos,São_Paulo_Grand_Prix,55,51.0
2023,Interlagos,São_Paulo_Grand_Prix,31,51.0
2023,Interlagos,São_Paulo_Grand_Prix,18,52.0
2023,Interlagos,São_Paulo_Grand_Prix,81,52.0
2023,Interlagos,São_Paulo_Grand_Prix,22,55.0
2023,Interlagos,São_Paulo_Grand_Prix,1,56.0
2023,Interlagos,São_Paulo_Grand_Prix,3,55.0
2023,Interlagos,São_Paulo_Grand_Prix,4,59.0
2023,Las Vegas,Las_Vegas_Grand_Prix,11,1.0
2023,Las Vegas,Las_Vegas_Grand_Prix,14,1.0
2023,Las Vegas,Las_Vegas_Grand_Prix,77,1.0
2023,Las Vegas,Las_Vegas_Grand_Prix,18,3.0
2023,Las Vegas,Las_Vegas_Grand_Prix,55,3.0
2023,Las Vegas,Las_Vegas_Grand_Prix,22,10.0
2023,Las Vegas,Las_Vegas_Grand_Prix,27,12.0
2023,Las Vegas,Las_Vegas_Grand_Prix,20,14.0
2023,Las Vegas,Las_Vegas_Grand_Prix,63,15.0
2023,Las Vegas,Las_Vegas_Grand_Prix,2,15.0
2023,Las Vegas,Las_Vegas_Grand_Prix,1,16.0
2023,Las Vegas,Las_Vegas_Grand_Prix,23,16.0
2023,Las Vegas,Las_Vegas_Grand_Prix,81,16.0
2023,Las Vegas,Las_Vegas_Grand_Prix,10,17.0
2023,Las Vegas,Las_Vegas_Grand_Prix,3,17.0
2023,Las Vegas,Las_Vegas_Grand_Prix,44,17.0
2023,Las Vegas,Las_Vegas_Grand_Prix,31,20.0
2023,Las Vegas,Las_Vegas_Grand_Prix,16,21.0
2023,Las Vegas,Las_Vegas_Grand_Prix,22,21.0
2023,Las Vegas,Las_Vegas_Grand_Prix,77,24.0
2023,Las Vegas,Las_Vegas_Grand_Prix,11,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,1,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,18,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,63,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,55,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,14,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,24,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,20,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,27,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,44,26.0
2023,Las Vegas,Las_Vegas_Grand_Prix,81,43.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,20,5.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,3,7.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,14,12.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,81,13.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,27,13.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,24,13.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,63,14.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,4,14.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,44,15.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,31,15.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,2,15.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,1,16.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,23,16.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,16,17.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,11,17.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,10,17.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,22,22.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,18,22.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,20,22.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,55,23.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,77,29.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,3,31.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,10,32.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,4,33.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,27,33.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,63,34.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,16,35.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,44,35.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,81,36.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,14,36.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,24,37.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,2,41.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,11,42.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,18,42.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,1,43.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,23,43.0
2023,Yas Marina Circuit,Abu_Dhabi_Grand_Prix,55,56.0
2024,Sakhir,Bahrain_Grand_Prix,27,1.0
2024,Sakhir,Bahrain_Grand_Prix,24,9.0
2024,Sakhir,Bahrain_Grand_Prix,18,9.0
2024,Sakhir,Bahrain_Grand_Prix,31,10.0
2024,Sakhir,Bahrain_Grand_Prix,2,10.0
2024,Sakhir,Bahrain_Grand_Prix,63,11.0
2024,Sakhir,Bahrain_Grand_Prix,16,11.0
2024,Sakhir,Bahrain_Grand_Prix,20,11.0
2024,Sakhir,Bahrain_Grand_Prix,11,12.0
2024,Sakhir,Bahrain_Grand_Prix,81,12.0
2024,Sakhir,Bahrain_Grand_Prix,44,12.0
2024,Sakhir,Bahrain_Grand_Prix,10,12.0
2024,Sakhir,Bahrain_Grand_Prix,77,12.0
2024,Sakhir,Bahrain_Grand_Prix,4,13.0
2024,Sakhir,Bahrain_Grand_Prix,3,13.0
2024,Sakhir,Bahrain_Grand_Prix,55,14.0
2024,Sakhir,Bahrain_Grand_Prix,22,14.0
2024,Sakhir,Bahrain_Grand_Prix,14,15.0
2024,Sakhir,Bahrain_Grand_Prix,23,15.0
2024,Sakhir,Bahrain_Grand_Prix,1,17.0
2024,Sakhir,Bahrain_Grand_Prix,27,20.0
2024,Sakhir,Bahrain_Grand_Prix,18,27.0
2024,Sakhir,Bahrain_Grand_Prix,24,28.0
2024,Sakhir,Bahrain_Grand_Prix,2,28.0
2024,Sakhir,Bahrain_Grand_Prix,31,30.0
2024,Sakhir,Bahrain_Grand_Prix,63,31.0
2024,Sakhir,Bahrain_Grand_Prix,77,30.0
2024,Sakhir,Bahrain_Grand_Prix,10,31.0
2024,Sakhir,Bahrain_Grand_Prix,20,32.0
2024,Sakhir,Bahrain_Grand_Prix,4,33.0
2024,Sakhir,Bahrain_Grand_Prix,44,33.0
2024,Sakhir,Bahrain_Grand_Prix,16,34.0
2024,Sakhir,Bahrain_Grand_Prix,81,34.0
2024,Sakhir,Bahrain_Grand_Prix,22,34.0
2024,Sakhir,Bahrain_Grand_Prix,55,35.0
2024,Sakhir,Bahrain_Grand_Prix,3,35.0
2024,Sakhir,Bahrain_Grand_Prix,11,36.0
2024,Sakhir,Bahrain_Grand_Prix,23,36.0
2024,Sakhir,Bahrain_Grand_Prix,1,37.0
2024,Sakhir,Bahrain_Grand_Prix,14,41.0
2024,Sakhir,Bahrain_Grand_Prix,2,40.0
2024,Sakhir,Bahrain_Grand_Prix,27,41.0
2024,Sakhir,Bahrain_Grand_Prix,10,43.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,1,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,11,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,16,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,81,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,14,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,63,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,22,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,38,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,20,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,23,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,31,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,77,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,2,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,3,7.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,27,33.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,77,35.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,44,36.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,4,37.0
2024,Jeddah,Saudi_Arabian_Grand_Prix,24,41.0
2024,Melbourne,Australian_Grand_Prix,3,5.0
2024,Melbourne,Australian_Grand_Prix,23,6.0
2024,Melbourne,Australian_Grand_Prix,24,6.0
2024,Melbourne,Australian_Grand_Prix,44,7.0
2024,Melbourne,Australian_Grand_Prix,20,7.0
2024,Melbourne,Australian_Grand_Prix,63,8.0
2024,Melbourne,Australian_Grand_Prix,18,8.0
2024,Melbourne,Australian_Grand_Prix,77,8.0
2024,Melbourne,Australian_Grand_Prix,16,9.0
2024,Melbourne,Australian_Grand_Prix,81,9.0
2024,Melbourne,Australian_Grand_Prix,22,9.0
2024,Melbourne,Australian_Grand_Prix,31,9.0
2024,Melbourne,Australian_Grand_Prix,4,14.0
2024,Melbourne,Australian_Grand_Prix,11,14.0
2024,Melbourne,Australian_Grand_Prix,55,16.0
2024,Melbourne,Australian_Grand_Prix,31,16.0
2024,Melbourne,Australian_Grand_Prix,14,17.0
2024,Melbourne,Australian_Grand_Prix,27,17.0
2024,Melbourne,Australian_Grand_Prix,10,17.0
2024,Melbourne,Australian_Grand_Prix,23,27.0
2024,Melbourne,Australian_Grand_Prix,3,29.0
2024,Melbourne,Australian_Grand_Prix,20,33.0
2024,Melbourne,Australian_Grand_Prix,16,34.0
2024,Melbourne,Australian_Grand_Prix,11,35.0
2024,Melbourne,Australian_Grand_Prix,27,35.0
2024,Melbourne,Australian_Grand_Prix,24,35.0
2024,Melbourne,Australian_Grand_Prix,22,36.0
2024,Melbourne,Australian_Grand_Prix,77,36.0
2024,Melbourne,Australian_Grand_Prix,18,37.0
2024,Melbourne,Australian_Grand_Prix,81,39.0
2024,Melbourne,Australian_Grand_Prix,4,40.0
2024,Melbourne,Australian_Grand_Prix,55,41.0
2024,Melbourne,Australian_Grand_Prix,14,41.0
2024,Melbourne,Australian_Grand_Prix,10,41.0
2024,Melbourne,Australian_Grand_Prix,31,42.0
2024,Melbourne,Australian_Grand_Prix,63,45.0
2024,Suzuka,Japanese_Grand_Prix,1,1.0
2024,Suzuka,Japanese_Grand_Prix,11,1.0
2024,Suzuka,Japanese_Grand_Prix,4,1.0
2024,Suzuka,Japanese_Grand_Prix,55,1.0
2024,Suzuka,Japanese_Grand_Prix,14,1.0
2024,Suzuka,Japanese_Grand_Prix,81,1.0
2024,Suzuka,Japanese_Grand_Prix,44,1.0
2024,Suzuka,Japanese_Grand_Prix,16,1.0
2024,Suzuka,Japanese_Grand_Prix,63,1.0
2024,Suzuka,Japanese_Grand_Prix,27,1.0
2024,Suzuka,Japanese_Grand_Prix,77,1.0
2024,Suzuka,Japanese_Grand_Prix,22,1.0
2024,Suzuka,Japanese_Grand_Prix,31,1.0
2024,Suzuka,Japanese_Grand_Prix,10,1.0
2024,Suzuka,Japanese_Grand_Prix,18,1.0
2024,Suzuka,Japanese_Grand_Prix,20,1.0
2024,Suzuka,Japanese_Grand_Prix,2,1.0
2024,Suzuka,Japanese_Grand_Prix,24,1.0
2024,Suzuka,Japanese_Grand_Prix,27,5.0
2024,Suzuka,Japanese_Grand_Prix,77,6.0
2024,Suzuka,Japanese_Grand_Prix,22,7.0
2024,Suzuka,Japanese_Grand_Prix,24,7.0
2024,Suzuka,Japanese_Grand_Prix,4,11.0
2024,Suzuka,Japanese_Grand_Prix,24,11.0
2024,Suzuka,Japanese_Grand_Prix,81,12.0
2024,Suzuka,Japanese_Grand_Prix,18,12.0
2024,Suzuka,Japanese_Grand_Prix,14,13.0
2024,Suzuka,Japanese_Grand_Prix,11,15.0
2024,Suzuka,Japanese_Grand_Prix,55,15.0
2024,Suzuka,Japanese_Grand_Prix,1,16.0
2024,Suzuka,Japanese_Grand_Prix,10,16.0
2024,Suzuka,Japanese_Grand_Prix,31,19.0
2024,Suzuka,Japanese_Grand_Prix,63,22.0
2024,Suzuka,Japanese_Grand_Prix,22,22.0
2024,Suzuka,Japanese_Grand_Prix,20,22.0
2024,Suzuka,Japanese_Grand_Prix,18,22.0
2024,Suzuka,Japanese_Grand_Prix,77,22.0
2024,Suzuka,Japanese_Grand_Prix,2,22.0
2024,Suzuka,Japanese_Grand_Prix,44,23.0
2024,Suzuka,Japanese_Grand_Prix,16,26.0
2024,Suzuka,Japanese_Grand_Prix,4,26.0
2024,Suzuka,Japanese_Grand_Prix,81,32.0
2024,Suzuka,Japanese_Grand_Prix,10,32.0
2024,Suzuka,Japanese_Grand_Prix,11,33.0
2024,Suzuka,Japanese_Grand_Prix,14,33.0
2024,Suzuka,Japanese_Grand_Prix,27,33.0
2024,Suzuka,Japanese_Grand_Prix,31,33.0
2024,Suzuka,Japanese_Grand_Prix,1,34.0
2024,Suzuka,Japanese_Grand_Prix,18,34.0
2024,Suzuka,Japanese_Grand_Prix,2,34.0
2024,Suzuka,Japanese_Grand_Prix,55,36.0
2024,Suzuka,Japanese_Grand_Prix,63,37.0
2024,Suzuka,Japanese_Grand_Prix,44,39.0
2024,Suzuka,Japanese_Grand_Prix,2,41.0
2024,Shanghai,Chinese_Grand_Prix,27,8.0
2024,Shanghai,Chinese_Grand_Prix,22,8.0
2024,Shanghai,Chinese_Grand_Prix,24,8.0
2024,Shanghai,Chinese_Grand_Prix,18,9.0
2024,Shanghai,Chinese_Grand_Prix,77,9.0
2024,Shanghai,Chinese_Grand_Prix,31,9.0
2024,Shanghai,Chinese_Grand_Prix,23,9.0
2024,Shanghai,Chinese_Grand_Prix,44,9.0
2024,Shanghai,Chinese_Grand_Prix,14,11.0
2024,Shanghai,Chinese_Grand_Prix,63,11.0
2024,Shanghai,Chinese_Grand_Prix,10,11.0
2024,Shanghai,Chinese_Grand_Prix,2,12.0
2024,Shanghai,Chinese_Grand_Prix,1,13.0
2024,Shanghai,Chinese_Grand_Prix,11,13.0
2024,Shanghai,Chinese_Grand_Prix,3,14.0
2024,Shanghai,Chinese_Grand_Prix,81,16.0
2024,Shanghai,Chinese_Grand_Prix,55,17.0
2024,Shanghai,Chinese_Grand_Prix,20,17.0
2024,Shanghai,Chinese_Grand_Prix,16,21.0
2024,Shanghai,Chinese_Grand_Prix,18,21.0
2024,Shanghai,Chinese_Grand_Prix,44,21.0
2024,Shanghai,Chinese_Grand_Prix,4,22.0
2024,Shanghai,Chinese_Grand_Prix,1,23.0
2024,Shanghai,Chinese_Grand_Prix,11,23.0
2024,Shanghai,Chinese_Grand_Prix,14,23.0
2024,Shanghai,Chinese_Grand_Prix,63,23.0
2024,Shanghai,Chinese_Grand_Prix,27,23.0
2024,Shanghai,Chinese_Grand_Prix,31,23.0
2024,Shanghai,Chinese_Grand_Prix,22,23.0
2024,Shanghai,Chinese_Grand_Prix,23,23.0
2024,Shanghai,Chinese_Grand_Prix,24,23.0
2024,Shanghai,Chinese_Grand_Prix,10,23.0
2024,Shanghai,Chinese_Grand_Prix,81,24.0
2024,Shanghai,Chinese_Grand_Prix,2,24.0
2024,Shanghai,Chinese_Grand_Prix,18,26.0
2024,Shanghai,Chinese_Grand_Prix,20,27.0
2024,Shanghai,Chinese_Grand_Prix,18,35.0
2024,Shanghai,Chinese_Grand_Prix,10,38.0
2024,Shanghai,Chinese_Grand_Prix,24,40.0
2024,Shanghai,Chinese_Grand_Prix,14,43.0
2024,Miami,Miami_Grand_Prix,23,10.0
2024,Miami,Miami_Grand_Prix,18,11.0
2024,Miami,Miami_Grand_Prix,2,11.0
2024,Miami,Miami_Grand_Prix,77,11.0
2024,Miami,Miami_Grand_Prix,27,12.0
2024,Miami,Miami_Grand_Prix,10,12.0
2024,Miami,Miami_Grand_Prix,11,17.0
2024,Miami,Miami_Grand_Prix,16,19.0
2024,Miami,Miami_Grand_Prix,31,22.0
2024,Miami,Miami_Grand_Prix,14,22.0
2024,Miami,Miami_Grand_Prix,20,22.0
2024,Miami,Miami_Grand_Prix,1,23.0
2024,Miami,Miami_Grand_Prix,63,24.0
2024,Miami,Miami_Grand_Prix,44,26.0
2024,Miami,Miami_Grand_Prix,81,27.0
2024,Miami,Miami_Grand_Prix,55,27.0
2024,Miami,Miami_Grand_Prix,11,28.0
2024,Miami,Miami_Grand_Prix,22,28.0
2024,Miami,Miami_Grand_Prix,24,28.0
2024,Miami,Miami_Grand_Prix,3,28.0
2024,Miami,Miami_Grand_Prix,27,28.0
2024,Miami,Miami_Grand_Prix,18,28.0
2024,Miami,Miami_Grand_Prix,20,28.0
2024,Miami,Miami_Grand_Prix,4,29.0
2024,Miami,Miami_Grand_Prix,77,29.0
2024,Miami,Miami_Grand_Prix,20,31.0
2024,Miami,Miami_Grand_Prix,81,40.0
2024,Miami,Miami_Grand_Prix,23,53.0
2024,Imola,Emilia_Romagna_Grand_Prix,14,7.0
2024,Imola,Emilia_Romagna_Grand_Prix,23,8.0
2024,Imola,Emilia_Romagna_Grand_Prix,10,8.0
2024,Imola,Emilia_Romagna_Grand_Prix,77,8.0
2024,Imola,Emilia_Romagna_Grand_Prix,23,9.0
2024,Imola,Emilia_Romagna_Grand_Prix,3,11.0
2024,Imola,Emilia_Romagna_Grand_Prix,22,12.0
2024,Imola,Emilia_Romagna_Grand_Prix,27,13.0
2024,Imola,Emilia_Romagna_Grand_Prix,63,21.0
2024,Imola,Emilia_Romagna_Grand_Prix,4,22.0
2024,Imola,Emilia_Romagna_Grand_Prix,81,23.0
2024,Imola,Emilia_Romagna_Grand_Prix,1,24.0
2024,Imola,Emilia_Romagna_Grand_Prix,23,23.0
2024,Imola,Emilia_Romagna_Grand_Prix,16,25.0
2024,Imola,Emilia_Romagna_Grand_Prix,31,25.0
2024,Imola,Emilia_Romagna_Grand_Prix,55,27.0
2024,Imola,Emilia_Romagna_Grand_Prix,44,27.0
2024,Imola,Emilia_Romagna_Grand_Prix,23,28.0
2024,Imola,Emilia_Romagna_Grand_Prix,10,30.0
2024,Imola,Emilia_Romagna_Grand_Prix,2,31.0
2024,Imola,Emilia_Romagna_Grand_Prix,24,33.0
2024,Imola,Emilia_Romagna_Grand_Prix,11,37.0
2024,Imola,Emilia_Romagna_Grand_Prix,18,37.0
2024,Imola,Emilia_Romagna_Grand_Prix,20,37.0
2024,Imola,Emilia_Romagna_Grand_Prix,14,40.0
2024,Imola,Emilia_Romagna_Grand_Prix,63,52.0
2024,Imola,Emilia_Romagna_Grand_Prix,14,59.0
2024,Monte Carlo,Monaco_Grand_Prix,16,1.0
2024,Monte Carlo,Monaco_Grand_Prix,81,1.0
2024,Monte Carlo,Monaco_Grand_Prix,55,1.0
2024,Monte Carlo,Monaco_Grand_Prix,4,1.0
2024,Monte Carlo,Monaco_Grand_Prix,63,1.0
2024,Monte Carlo,Monaco_Grand_Prix,1,1.0
2024,Monte Carlo,Monaco_Grand_Prix,44,1.0
2024,Monte Carlo,Monaco_Grand_Prix,22,1.0
2024,Monte Carlo,Monaco_Grand_Prix,23,1.0
2024,Monte Carlo,Monaco_Grand_Prix,10,1.0
2024,Monte Carlo,Monaco_Grand_Prix,18,1.0
2024,Monte Carlo,Monaco_Grand_Prix,3,1.0
2024,Monte Carlo,Monaco_Grand_Prix,14,1.0
2024,Monte Carlo,Monaco_Grand_Prix,2,1.0
2024,Monte Carlo,Monaco_Grand_Prix,77,1.0
2024,Monte Carlo,Monaco_Grand_Prix,24,1.0
2024,Monte Carlo,Monaco_Grand_Prix,77,15.0
2024,Monte Carlo,Monaco_Grand_Prix,18,42.0
2024,Monte Carlo,Monaco_Grand_Prix,18,48.0
2024,Monte Carlo,Monaco_Grand_Prix,44,51.0
2024,Monte Carlo,Monaco_Grand_Prix,1,52.0
2024,Monte Carlo,Monaco_Grand_Prix,2,57.0
2024,Monte Carlo,Monaco_Grand_Prix,24,70.0
2024,Montreal,Canadian_Grand_Prix,20,7.0
