season_year,round,grand_prix,race_session_key,meeting_key,date,driver_number,lap_number,pit_duration,session_key
2025,,Imola,9987,1260,2025-05-18 13:44:36.052000+00:00,22,29.0,29.8,9987
2025,,Imola,9987,1260,2025-05-18 13:44:37.333000+00:00,55,29.0,30.6,9987
2025,,Imola,9987,1260,2025-05-18 13:44:52.195000+00:00,10,29.0,32.0,9987
2025,,Imola,9987,1260,2025-05-18 13:44:53.898000+00:00,30,29.0,30.2,9987
2025,,Imola,9987,1260,2025-05-18 13:44:56.882000+00:00,5,29.0,30.6,9987
2025,,Imola,9987,1260,2025-05-18 13:46:06.137000+00:00,81,30.0,30.6,9987
2025,,Imola,9987,1260,2025-05-18 13:48:38.350000+00:00,87,31.0,56.7,9987
2025,,Imola,9987,1260,2025-05-18 14:07:31.467000+00:00,1,46.0,29.6,9987
2025,,Imola,9987,1260,2025-05-18 14:08:00.094000+00:00,4,46.0,31.6,9987
2025,,Imola,9987,1260,2025-05-18 14:08:31.476000+00:00,44,46.0,29.9,9987
2025,,Imola,9987,1260,2025-05-18 14:08:41.836000+00:00,6,46.0,30.0,9987
2025,,Imola,9987,1260,2025-05-18 14:09:17.721000+00:00,14,46.0,30.8,9987
2025,,Imola,9987,1260,2025-05-18 14:09:24.776000+00:00,18,46.0,34.4,9987
2025,,Imola,9987,1260,2025-05-18 14:09:28.078000+00:00,43,46.0,31.1,9987
2025,,Imola,9987,1260,2025-05-18 14:09:30.816000+00:00,5,46.0,29.9,9987
2025,,Imola,9987,1260,2025-05-18 14:10:16.509000+00:00,23,47.0,29.7,9987
2025,,Monte Carlo,9979,1261,2025-05-25 13:05:00.705000+00:00,22,1.0,24.5,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:05:02.475000+00:00,10,1.0,24.3,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:05:30.195000+00:00,87,1.0,50.1,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:05:35.820000+00:00,5,1.0,37.2,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:21:04.863000+00:00,27,12.0,24.0,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:22:26.270000+00:00,43,13.0,24.3,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:23:19.864000+00:00,6,14.0,24.3,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:25:54.877000+00:00,14,16.0,25.3,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:26:00.002000+00:00,31,16.0,25.5,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:27:46.469000+00:00,18,17.0,23.9,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:27:48.398000+00:00,87,17.0,24.5,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:28:25.215000+00:00,44,18.0,23.5,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:29:25.700000+00:00,4,19.0,24.5,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:30:02.482000+00:00,6,19.0,24.0,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:30:48.575000+00:00,81,20.0,25.7,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:33:15.011000+00:00,16,22.0,23.5,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:39:33.903000+00:00,5,26.0,24.4,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:39:35.090000+00:00,43,26.0,24.4,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:40:54.106000+00:00,1,28.0,24.1,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:41:44.900000+00:00,31,28.0,24.7,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:45:47.184000+00:00,30,31.0,24.2,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:47:05.165000+00:00,23,32.0,23.9,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:51:32.327000+00:00,5,35.0,24.2,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:57:37.401000+00:00,30,40.0,24.3,9979
2025,,Monte Carlo,9979,1261,2025-05-25 13:57:39.323000+00:00,23,40.0,24.1,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:03:16.358000+00:00,27,44.0,24.3,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:06:10.450000+00:00,81,48.0,23.9,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:07:17.044000+00:00,16,49.0,23.6,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:08:10.967000+00:00,55,48.0,24.4,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:08:27.154000+00:00,4,50.0,23.7,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:14:45.756000+00:00,55,53.0,24.0,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:14:47.147000+00:00,63,53.0,19.4,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:16:41.123000+00:00,44,56.0,24.2,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:26:38.027000+00:00,63,62.0,25.0,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:29:40.406000+00:00,18,64.0,25.9,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:34:22.421000+00:00,63,68.0,24.0,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:36:00.507000+00:00,12,69.0,24.4,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:38:51.517000+00:00,12,71.0,24.8,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:41:05.568000+00:00,22,73.0,24.0,9979
2025,,Monte Carlo,9979,1261,2025-05-25 14:42:46.979000+00:00,1,77.0,23.9,9979
2025,,Catalunya,9971,1262,2025-06-01 13:12:13.642000+00:00,23,6.0,30.8,9971
2025,,Catalunya,9971,1262,2025-06-01 13:14:49.858000+00:00,87,8.0,22.0,9971
2025,,Catalunya,9971,1262,2025-06-01 13:14:54.749000+00:00,22,8.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 13:16:07.034000+00:00,27,9.0,22.2,9971
2025,,Catalunya,9971,1262,2025-06-01 13:16:24.651000+00:00,55,9.0,30.5,9971
2025,,Catalunya,9971,1262,2025-06-01 13:17:27.014000+00:00,10,10.0,22.2,9971
2025,,Catalunya,9971,1262,2025-06-01 13:21:17.088000+00:00,1,13.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 13:23:12.861000+00:00,43,14.0,22.4,9971
2025,,Catalunya,9971,1262,2025-06-01 13:24:35.443000+00:00,14,15.0,22.7,9971
2025,,Catalunya,9971,1262,2025-06-01 13:25:31.581000+00:00,44,16.0,21.9,9971
2025,,Catalunya,9971,1262,2025-06-01 13:26:50.882000+00:00,16,17.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 13:28:34.684000+00:00,30,18.0,22.0,9971
2025,,Catalunya,9971,1262,2025-06-01 13:29:48.843000+00:00,6,19.0,21.7,9971
2025,,Catalunya,9971,1262,2025-06-01 13:30:05.438000+00:00,5,19.0,22.0,9971
2025,,Catalunya,9971,1262,2025-06-01 13:31:01.084000+00:00,63,20.0,21.7,9971
2025,,Catalunya,9971,1262,2025-06-01 13:31:32.319000+00:00,31,20.0,22.5,9971
2025,,Catalunya,9971,1262,2025-06-01 13:32:04.917000+00:00,4,21.0,22.4,9971
2025,,Catalunya,9971,1262,2025-06-01 13:32:28.534000+00:00,12,21.0,22.2,9971
2025,,Catalunya,9971,1262,2025-06-01 13:33:20.023000+00:00,81,22.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 13:37:05.525000+00:00,22,24.0,22.0,9971
2025,,Catalunya,9971,1262,2025-06-01 13:40:13.803000+00:00,23,26.0,37.6,9971
2025,,Catalunya,9971,1262,2025-06-01 13:42:59.372000+00:00,1,29.0,21.9,9971
2025,,Catalunya,9971,1262,2025-06-01 13:46:33.952000+00:00,10,31.0,22.0,9971
2025,,Catalunya,9971,1262,2025-06-01 13:50:52.981000+00:00,55,34.0,22.3,9971
2025,,Catalunya,9971,1262,2025-06-01 13:52:07.362000+00:00,87,35.0,22.2,9971
2025,,Catalunya,9971,1262,2025-06-01 13:57:58.469000+00:00,16,40.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 13:58:05.995000+00:00,43,39.0,22.1,9971
2025,,Catalunya,9971,1262,2025-06-01 13:59:29.876000+00:00,63,41.0,21.7,9971
2025,,Catalunya,9971,1262,2025-06-01 14:01:40.002000+00:00,14,42.0,22.2,9971
2025,,Catalunya,9971,1262,2025-06-01 14:03:11.902000+00:00,31,43.0,22.4,9971
2025,,Catalunya,9971,1262,2025-06-01 14:04:16.481000+00:00,30,44.0,22.1,9971
2025,,Catalunya,9971,1262,2025-06-01 14:04:32.386000+00:00,22,44.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:05:29.605000+00:00,27,45.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:06:15.943000+00:00,44,46.0,24.4,9971
2025,,Catalunya,9971,1262,2025-06-01 14:07:10.256000+00:00,1,47.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:08:26.274000+00:00,4,48.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:09:20.535000+00:00,6,48.0,22.0,9971
2025,,Catalunya,9971,1262,2025-06-01 14:09:39.403000+00:00,81,49.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:10:32.645000+00:00,12,49.0,23.4,9971
2025,,Catalunya,9971,1262,2025-06-01 14:11:18.400000+00:00,5,49.0,22.9,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:02.414000+00:00,81,55.0,22.7,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:08.744000+00:00,4,55.0,23.5,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:11.342000+00:00,1,55.0,22.1,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:19.674000+00:00,14,54.0,22.2,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:23.585000+00:00,87,54.0,22.7,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:27.128000+00:00,22,54.0,22.2,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:34.491000+00:00,16,55.0,22.3,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:39.405000+00:00,63,55.0,23.1,9971
2025,,Catalunya,9971,1262,2025-06-01 14:18:50.955000+00:00,44,55.0,22.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:19:00.832000+00:00,43,54.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:19:35.762000+00:00,6,55.0,21.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:20:05.783000+00:00,10,55.0,22.8,9971
2025,,Catalunya,9971,1262,2025-06-01 14:20:33.319000+00:00,55,55.0,21.9,9971
2025,,Catalunya,9971,1262,2025-06-01 14:21:28.021000+00:00,27,56.0,21.9,9971
2025,,Montreal,9963,1263,2025-06-15 18:18:46.813000+00:00,1,12.0,23.6,9963
2025,,Montreal,9963,1263,2025-06-15 18:20:00.490000+00:00,63,13.0,23.2,9963
2025,,Montreal,9963,1263,2025-06-15 18:20:28.271000+00:00,6,13.0,24.1,9963
2025,,Montreal,9963,1263,2025-06-15 18:21:21.944000+00:00,12,14.0,23.3,9963
2025,,Montreal,9963,1263,2025-06-15 18:21:42.428000+00:00,43,14.0,24.7,9963
2025,,Montreal,9963,1263,2025-06-15 18:22:45.479000+00:00,44,15.0,23.6,9963
2025,,Montreal,9963,1263,2025-06-15 18:22:53.588000+00:00,14,15.0,24.0,9963
2025,,Montreal,9963,1263,2025-06-15 18:23:57.698000+00:00,81,16.0,23.2,9963
2025,,Montreal,9963,1263,2025-06-15 18:27:00.215000+00:00,87,18.0,23.5,9963
2025,,Montreal,9963,1263,2025-06-15 18:28:08.325000+00:00,27,19.0,23.4,9963
2025,,Montreal,9963,1263,2025-06-15 18:33:34.102000+00:00,23,23.0,23.8,9963
2025,,Montreal,9963,1263,2025-06-15 18:34:50.807000+00:00,18,24.0,23.7,9963
2025,,Montreal,9963,1263,2025-06-15 18:39:19.162000+00:00,16,28.0,23.3,9963
2025,,Montreal,9963,1263,2025-06-15 18:40:32.603000+00:00,4,29.0,23.2,9963
2025,,Montreal,9963,1263,2025-06-15 18:50:43.952000+00:00,1,37.0,23.1,9963
2025,,Montreal,9963,1263,2025-06-15 18:52:00.124000+00:00,12,38.0,23.4,9963
2025,,Montreal,9963,1263,2025-06-15 18:52:59.709000+00:00,30,38.0,23.2,9963
2025,,Montreal,9963,1263,2025-06-15 18:56:57.264000+00:00,63,42.0,24.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:00:51.144000+00:00,81,45.0,23.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:01:16.082000+00:00,44,45.0,23.3,9963
2025,,Montreal,9963,1263,2025-06-15 19:03:25.586000+00:00,4,47.0,23.4,9963
2025,,Montreal,9963,1263,2025-06-15 19:07:07.557000+00:00,5,49.0,23.7,9963
2025,,Montreal,9963,1263,2025-06-15 19:07:59.841000+00:00,14,50.0,23.4,9963
2025,,Montreal,9963,1263,2025-06-15 19:09:55.405000+00:00,18,51.0,34.7,9963
2025,,Montreal,9963,1263,2025-06-15 19:11:03.265000+00:00,16,53.0,23.8,9963
2025,,Montreal,9963,1263,2025-06-15 19:12:18.859000+00:00,10,53.0,23.9,9963
2025,,Montreal,9963,1263,2025-06-15 19:15:57.532000+00:00,22,56.0,25.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:17:03.136000+00:00,31,57.0,24.4,9963
2025,,Montreal,9963,1263,2025-06-15 19:17:07.058000+00:00,55,57.0,23.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:33.451000+00:00,14,66.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:37.654000+00:00,27,66.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:41.123000+00:00,63,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:43.779000+00:00,1,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:46.904000+00:00,12,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:54.639000+00:00,31,66.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:55.248000+00:00,55,66.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:28:56.014000+00:00,81,67.0,26.3,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:14.030000+00:00,16,67.0,18.3,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:16.873000+00:00,87,66.0,27.9,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:19.201000+00:00,22,66.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:21.748000+00:00,43,66.0,18.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:22.670000+00:00,5,66.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:26.092000+00:00,10,66.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:32.320000+00:00,6,66.0,23.6,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:35.043000+00:00,18,66.0,23.7,9963
2025,,Montreal,9963,1263,2025-06-15 19:29:45.861000+00:00,44,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:27.190000+00:00,14,67.0,18.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:30.052000+00:00,27,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:47.996000+00:00,63,68.0,19.4,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:49.058000+00:00,1,68.0,19.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:50.277000+00:00,12,68.0,18.9,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:51.777000+00:00,31,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:52.730000+00:00,55,67.0,18.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:30:53.949000+00:00,81,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:08.887000+00:00,16,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:13.668000+00:00,87,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:16.491000+00:00,22,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:18.654000+00:00,43,67.0,18.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:20.346000+00:00,5,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:21.526000+00:00,10,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:27.900000+00:00,6,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:30.993000+00:00,18,67.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:31:36.447000+00:00,44,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:06.587000+00:00,14,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:09.150000+00:00,27,68.0,18.3,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:51.728000+00:00,63,69.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:52.760000+00:00,1,69.0,18.3,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:53.900000+00:00,12,69.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:55.228000+00:00,31,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:56.228000+00:00,55,68.0,18.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:57.822000+00:00,81,69.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:32:59.650000+00:00,16,69.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:00.697000+00:00,87,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:02.791000+00:00,22,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:04.510000+00:00,43,68.0,18.1,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:06.244000+00:00,5,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:08.260000+00:00,10,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:10.916000+00:00,6,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:13.025000+00:00,18,68.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:14.229000+00:00,44,69.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:43.135000+00:00,14,69.0,18.2,9963
2025,,Montreal,9963,1263,2025-06-15 19:33:46.010000+00:00,27,69.0,18.3,9963
2025,,Spielberg,9955,1264,2025-06-29 13:21:58.769000+00:00,6,2.0,21.2,9955
2025,,Spielberg,9955,1264,2025-06-29 13:33:15.023000+00:00,87,11.0,21.9,9955
2025,,Spielberg,9955,1264,2025-06-29 13:34:25.507000+00:00,10,12.0,21.9,9955
2025,,Spielberg,9955,1264,2025-06-29 13:34:29.788000+00:00,27,12.0,21.2,9955
2025,,Spielberg,9955,1264,2025-06-29 13:35:33.152000+00:00,23,13.0,21.2,9955
2025,,Spielberg,9955,1264,2025-06-29 13:35:42.851000+00:00,43,13.0,23.0,9955
2025,,Spielberg,9955,1264,2025-06-29 13:41:30.632000+00:00,63,18.0,21.3,9955
2025,,Spielberg,9955,1264,2025-06-29 13:41:42.881000+00:00,22,18.0,21.4,9955
2025,,Spielberg,9955,1264,2025-06-29 13:42:53.542000+00:00,31,19.0,23.1,9955
2025,,Spielberg,9955,1264,2025-06-29 13:43:35.564000+00:00,4,20.0,22.1,9955
2025,,Spielberg,9955,1264,2025-06-29 13:45:08.624000+00:00,5,21.0,21.6,9955
2025,,Spielberg,9955,1264,2025-06-29 13:48:21.332000+00:00,81,24.0,22.5,9955
2025,,Spielberg,9955,1264,2025-06-29 13:49:38.422000+00:00,16,25.0,21.3,9955
2025,,Spielberg,9955,1264,2025-06-29 13:50:52.685000+00:00,44,26.0,21.2,9955
2025,,Spielberg,9955,1264,2025-06-29 13:51:27.716000+00:00,18,26.0,22.9,9955
2025,,Spielberg,9955,1264,2025-06-29 13:53:45.441000+00:00,6,28.0,21.6,9955
2025,,Spielberg,9955,1264,2025-06-29 13:56:28.671000+00:00,22,30.0,30.0,9955
2025,,Spielberg,9955,1264,2025-06-29 13:58:21.124000+00:00,30,32.0,21.4,9955
2025,,Spielberg,9955,1264,2025-06-29 13:59:35.606000+00:00,14,33.0,21.8,9955
2025,,Spielberg,9955,1264,2025-06-29 14:05:48.279000+00:00,10,38.0,22.1,9955
2025,,Spielberg,9955,1264,2025-06-29 14:06:55.950000+00:00,87,39.0,21.7,9955
2025,,Spielberg,9955,1264,2025-06-29 14:07:09.171000+00:00,43,39.0,21.0,9955
2025,,Spielberg,9955,1264,2025-06-29 14:10:20.537000+00:00,27,42.0,21.0,9955
2025,,Spielberg,9955,1264,2025-06-29 14:13:44.451000+00:00,63,45.0,21.8,9955
2025,,Spielberg,9955,1264,2025-06-29 14:17:56.970000+00:00,16,49.0,21.5,9955
2025,,Spielberg,9955,1264,2025-06-29 14:18:32.521000+00:00,5,49.0,21.2,9955
2025,,Spielberg,9955,1264,2025-06-29 14:19:16.051000+00:00,44,50.0,21.1,9955
2025,,Spielberg,9955,1264,2025-06-29 14:19:50.236000+00:00,31,50.0,22.2,9955
2025,,Spielberg,9955,1264,2025-06-29 14:21:10.298000+00:00,4,52.0,21.4,9955
2025,,Spielberg,9955,1264,2025-06-29 14:22:22.916000+00:00,81,53.0,21.0,9955
2025,,Spielberg,9955,1264,2025-06-29 14:23:47.985000+00:00,18,53.0,21.7,9955
2025,,Spielberg,9955,1264,2025-06-29 14:32:24.678000+00:00,22,60.0,32.6,9955
2025,,Silverstone,9947,1277,2025-07-06 14:08:17.475000+00:00,12,2.0,28.7,9947
2025,,Silverstone,9947,1277,2025-07-06 14:16:33.371000+00:00,18,6.0,29.1,9947
2025,,Silverstone,9947,1277,2025-07-06 14:22:11.076000+00:00,27,9.0,29.7,9947
2025,,Silverstone,9947,1277,2025-07-06 14:22:24.157000+00:00,12,9.0,28.7,9947
2025,,Silverstone,9947,1277,2025-07-06 14:23:53.883000+00:00,18,10.0,28.8,9947
2025,,Silverstone,9947,1277,2025-07-06 14:23:59.805000+00:00,63,10.0,28.6,9947
2025,,Silverstone,9947,1277,2025-07-06 14:24:06.510000+00:00,16,10.0,29.0,9947
2025,,Silverstone,9947,1277,2025-07-06 14:24:11.502000+00:00,6,10.0,28.5,9947
2025,,Silverstone,9947,1277,2025-07-06 14:24:14.471000+00:00,87,10.0,29.2,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:25.048000+00:00,81,11.0,29.4,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:32.711000+00:00,1,11.0,28.1,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:33.725000+00:00,4,11.0,30.6,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:42.378000+00:00,44,11.0,28.9,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:43.534000+00:00,10,11.0,28.9,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:44.440000+00:00,14,11.0,28.7,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:46.800000+00:00,55,11.0,29.5,9947
2025,,Silverstone,9947,1277,2025-07-06 14:25:53.253000+00:00,22,11.0,28.5,9947
2025,,Silverstone,9947,1277,2025-07-06 14:27:41.545000+00:00,23,12.0,29.2,9947
2025,,Silverstone,9947,1277,2025-07-06 14:42:15.244000+00:00,31,18.0,29.5,9947
2025,,Silverstone,9947,1277,2025-07-06 14:47:35.833000+00:00,12,20.0,29.7,9947
2025,,Silverstone,9947,1277,2025-07-06 15:18:03.964000+00:00,14,37.0,28.5,9947
2025,,Silverstone,9947,1277,2025-07-06 15:19:45.182000+00:00,63,38.0,28.2,9947
2025,,Silverstone,9947,1277,2025-07-06 15:24:34.782000+00:00,44,41.0,29.1,9947
2025,,Silverstone,9947,1277,2025-07-06 15:24:46.957000+00:00,18,41.0,28.5,9947
2025,,Silverstone,9947,1277,2025-07-06 15:24:51.692000+00:00,1,41.0,29.6,9947
2025,,Silverstone,9947,1277,2025-07-06 15:24:52.755000+00:00,10,41.0,28.4,9947
2025,,Silverstone,9947,1277,2025-07-06 15:25:01.917000+00:00,55,41.0,28.6,9947
2025,,Silverstone,9947,1277,2025-07-06 15:25:03.733000+00:00,87,41.0,29.0,9947
2025,,Silverstone,9947,1277,2025-07-06 15:25:39.003000+00:00,22,41.0,40.1,9947
2025,,Silverstone,9947,1277,2025-07-06 15:26:13.413000+00:00,27,42.0,29.9,9947
2025,,Silverstone,9947,1277,2025-07-06 15:26:39.540000+00:00,16,42.0,28.8,9947
2025,,Silverstone,9947,1277,2025-07-06 15:26:43.790000+00:00,23,42.0,29.2,9947
2025,,Silverstone,9947,1277,2025-07-06 15:26:45.930000+00:00,31,42.0,28.6,9947
2025,,Silverstone,9947,1277,2025-07-06 15:27:27.652000+00:00,81,43.0,40.2,9947
2025,,Silverstone,9947,1277,2025-07-06 15:28:57.299000+00:00,4,44.0,28.2,9947
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:46:51.176000+00:00,44,11.0,23.2,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:46:55.160000+00:00,27,11.0,23.5,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:46:57.797000+00:00,10,11.0,26.8,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:46:58.319000+00:00,14,11.0,23.4,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:23.592000+00:00,81,12.0,23.8,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:33.904000+00:00,16,12.0,23.8,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:36.608000+00:00,1,12.0,25.9,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:38.342000+00:00,63,12.0,23.6,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:40.373000+00:00,23,12.0,24.0,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:46.295000+00:00,30,12.0,23.2,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:48.478000+00:00,5,12.0,23.2,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:50.420000+00:00,87,12.0,24.1,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:48:58.189000+00:00,43,12.0,23.6,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:49:01.173000+00:00,12,12.0,23.6,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:49:02.189000+00:00,18,12.0,23.7,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:49:03.093000+00:00,55,12.0,27.5,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:50:23.619000+00:00,4,13.0,24.3,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:50:46.134000+00:00,22,13.0,23.3,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:50:47.978000+00:00,6,13.0,23.5,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 14:50:58.871000+00:00,31,13.0,23.8,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 15:04:04.865000+00:00,6,20.0,23.3,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 15:14:55.910000+00:00,55,26.0,23.7,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 15:18:31.745000+00:00,43,28.0,23.4,9939
2025,,Spa-Francorchamps,9939,1265,2025-07-27 15:20:11.061000+00:00,14,29.0,23.6,9939
