race_name,Driver,LapNumber,Stint,TotalLaps,Compound,New,TyresNotChanged
Australian_Grand_Prix,1,2.0,0,,,,1
Australian_Grand_Prix,1,6.0,3,,,,1
Australian_Grand_Prix,1,7.0,3,,,,1
Australian_Grand_Prix,1,8.0,3,,,,1
Australian_Grand_Prix,1,9.0,3,,,,1
Australian_Grand_Prix,1,10.0,3,,,,1
Australian_Grand_Prix,1,11.0,3,,,,1
Australian_Grand_Prix,1,12.0,3,,,,1
Australian_Grand_Prix,1,13.0,3,,,,1
Australian_Grand_Prix,1,14.0,3,,,,1
Australian_Grand_Prix,1,15.0,3,,,,1
Australian_Grand_Prix,1,26.0,3,,,,1
Australian_Grand_Prix,1,27.0,3,,,,1
Australian_Grand_Prix,1,28.0,3,,,,1
Australian_Grand_Prix,1,29.0,3,,,,1
Australian_Grand_Prix,1,30.0,3,,,,1
Australian_Grand_Prix,1,31.0,3,,,,1
Australian_Grand_Prix,1,33.0,3,,,,1
Australian_Grand_Prix,1,36.0,4,,,,1
Australian_Grand_Prix,1,42.0,4,,,,1
Australian_Grand_Prix,1,43.0,4,,,,1
Australian_Grand_Prix,1,48.0,5,,,,1
Australian_Grand_Prix,1,52.0,5,,,,1
Australian_Grand_Prix,1,53.0,5,,,,1
Australian_Grand_Prix,1,54.0,5,,,,1
Australian_Grand_Prix,1,55.0,5,,,,1
Australian_Grand_Prix,1,56.0,5,,,,1
Australian_Grand_Prix,1,57.0,5,,,,1
Australian_Grand_Prix,1,,0,0.0,INTERMEDIATE,True,0
Australian_Grand_Prix,1,,0,1.0,,,1
Australian_Grand_Prix,1,,0,2.0,,,1
Australian_Grand_Prix,1,,1,2.0,INTERMEDIATE,False,1
Australian_Grand_Prix,1,,1,3.0,,,1
Australian_Grand_Prix,1,,2,0.0,UNKNOWN,False,1
Australian_Grand_Prix,1,,2,3.0,INTERMEDIATE,,1
Australian_Grand_Prix,1,,2,4.0,,,1
Australian_Grand_Prix,1,,3,0.0,UNKNOWN,False,1
