Feature,Importance
Compound_HARD,11.728937520199024
Compound_MEDIUM,10.724292852868754
in_dirty_air,6.5458441486263315
in_clean_air,6.237175742270557
Pressure,5.786061362154181
Compound_SOFT,3.9140574283431055
in_drs_range,3.111602371995063
Humidity,2.1134815056383482
is_leader,1.8426992994848703
AirTemp,1.7770156293647195
wind_cos,0.7548731194329301
wind_sin,0.6692379160269097
TyreAgeAtStart,0.22818671881202057
TrackTemp,0.10814108806092548
LapInStint_squared,0.015556579904702605
