Model,CV_median_race_MAE,Test_median_race_MAE,Test_MAE,Test_RMSE,Test_R2
k-Nearest Neighbors,8.962476700397827,6.754702414140963,8.27537053632466,11.670380845750321,-0.8986929642053934
