Model,CV_median_race_MAE,Test_median_race_MAE,Test_MAE,Test_RMSE,Test_R2,Tree_Depth
Decision Tree,7.717826488370823,5.230903490847082,6.465593636295693,8.425518886417752,0.010182032900826976,6
