Circuit,n_test,MAE
Spa-Francorchamps,,2.6422955226835136
Red Bull Ring,,1.0944117366098407
Bahrain,,0.3771769550842012
Enzo e Dino Ferrari,,0.3598244928425226
Zandvoort,,0.3226604819793843
