Race,MAE
2025_13_Spa-Francorchamps,30.181819980561688
2025_21_José Carlos Pace,12.370962494823708
2023_14_Monza,9.42162029155586
2025_5_Jeddah,6.318072315676371
2023_7_Catalunya,5.769498758505137
2025_6_Miami,3.7220582011708236
2023_10_Silverstone,3.679863920052725
2024_24_Yas Marina,2.7361346805445357
2023_19_Hermanos Rodríguez,1.9280939110800113
2023_2_Jeddah,1.5758015177237135
