Race,MAE
2023_10_Silverstone,12.81164116954195
2025_21_José Carlos Pace,7.470648246295191
2023_14_Monza,5.807731803745513
2023_7_Catalunya,4.233394419091042
2025_5_Jeddah,2.7770006139103347
2024_24_Yas Marina,2.51989498463443
2025_6_Miami,2.1839496655359847
2023_19_Hermanos Rodríguez,1.7150711142412027
2023_2_Jeddah,1.1929909589561358
2025_13_Spa-Francorchamps,0.9857599417908987
