Circuit,n_test,MAE
Spa-Francorchamps,,2.3373093009390993
Red Bull Ring,,0.5861877730213364
Enzo e Dino Ferrari,,0.3995550336372093
Bahrain,,0.319141140766957
Zandvoort,,0.3125212418558572
