Model,CV_median_race_MAE,Test_median_race_MAE,Test_MAE,Test_RMSE,Test_R2,OOB_R2
Random Forest,6.433267874070748,2.6484477992723825,4.456279972447409,5.8316172077973825,0.525823488173793,0.9874960183694046
