Race,MAE
2025_21_José Carlos Pace,14.701035433345776
2025_13_Spa-Francorchamps,13.58780652634633
2023_10_Silverstone,8.04687668003481
2025_6_Miami,5.95938512191052
2023_19_Hermanos Rodríguez,5.873763723290695
2023_7_Catalunya,4.588043258403468
2024_24_Yas Marina,4.072430775721049
2023_14_Monza,3.365023074653026
2025_5_Jeddah,2.6105745331995123
2023_2_Jeddah,1.501415726454707
