Race,MAE
2025_21_José Carlos Pace,18.169308573586616
2025_13_Spa-Francorchamps,16.891273900667766
2023_7_Catalunya,13.338616438812178
2025_6_Miami,8.77765356574046
2023_10_Silverstone,8.603275226018384
2023_2_Jeddah,4.906129602263543
2024_24_Yas Marina,3.488142645325156
2025_5_Jeddah,3.074793028897789
2023_14_Monza,2.8595452924067546
2023_19_Hermanos Rodríguez,1.125154491754279
