meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start,grand_prix,race_session_key
1232,9496,1,14,1.0,1.0,SOFT,0,Suzuka,9496
1232,9496,1,27,1.0,1.0,SOFT,0,Suzuka,9496
1232,9496,1,18,1.0,1.0,SOFT,0,Suzuka,9496
1232,9496,1,11,1.0,1.0,MEDIUM,0,Suzuka,9496
1232,9496,1,16,1.0,1.0,MEDIUM,0,Suzuka,9496
1232,9496,1,31,1.0,1.0,SOFT,0,Suzuka,9496
1232,9496,1,2,1.0,1.0,SOFT,0,Suzuka,9496
1232,9496,1,20,1.0,1.0,MEDIUM,0,Suzuka,9496
1232,9496,1,55,1.0,1.0,MEDIUM,0,Suzuka,9496
1232,9496,2,1,2.0,16.0,MEDIUM,1,Suzuka,9496
1232,9496,2,11,2.0,15.0,MEDIUM,1,Suzuka,9496
1232,9496,2,4,2.0,11.0,MEDIUM,0,Suzuka,9496
1232,9496,2,55,2.0,15.0,MEDIUM,0,Suzuka,9496
1232,9496,2,14,2.0,13.0,SOFT,1,Suzuka,9496
1232,9496,2,81,2.0,12.0,MEDIUM,1,Suzuka,9496
1232,9496,2,44,2.0,23.0,HARD,0,Suzuka,9496
1232,9496,2,16,2.0,26.0,MEDIUM,0,Suzuka,9496
1232,9496,2,63,2.0,22.0,HARD,0,Suzuka,9496
1232,9496,2,77,2.0,6.0,SOFT,0,Suzuka,9496
1232,9496,2,27,2.0,5.0,SOFT,1,Suzuka,9496
1232,9496,2,22,2.0,7.0,SOFT,0,Suzuka,9496
1232,9496,2,31,2.0,19.0,HARD,0,Suzuka,9496
1232,9496,2,10,2.0,16.0,HARD,0,Suzuka,9496
1232,9496,2,18,2.0,12.0,SOFT,0,Suzuka,9496
1232,9496,2,20,2.0,22.0,MEDIUM,0,Suzuka,9496
1232,9496,2,2,2.0,22.0,HARD,0,Suzuka,9496
1232,9496,2,24,2.0,7.0,SOFT,0,Suzuka,9496
1232,9496,3,27,6.0,33.0,HARD,0,Suzuka,9496
1232,9496,3,77,7.0,22.0,HARD,0,Suzuka,9496
1232,9496,3,22,8.0,22.0,HARD,0,Suzuka,9496
1232,9496,3,24,8.0,11.0,HARD,0,Suzuka,9496
1232,9496,3,4,12.0,26.0,HARD,0,Suzuka,9496
1232,9496,4,24,12.0,12.0,HARD,4,Suzuka,9496
1232,9496,3,81,13.0,32.0,HARD,0,Suzuka,9496
1232,9496,3,18,13.0,22.0,MEDIUM,0,Suzuka,9496
1232,9496,3,14,14.0,33.0,MEDIUM,0,Suzuka,9496
1232,9496,3,11,16.0,33.0,MEDIUM,0,Suzuka,9496
1232,9496,3,55,16.0,36.0,MEDIUM,1,Suzuka,9496
1232,9496,3,1,17.0,34.0,MEDIUM,0,Suzuka,9496
1232,9496,3,10,17.0,32.0,MEDIUM,0,Suzuka,9496
1232,9496,3,31,20.0,33.0,HARD,0,Suzuka,9496
1232,9496,3,63,23.0,37.0,HARD,0,Suzuka,9496
1232,9496,4,22,23.0,52.0,HARD,0,Suzuka,9496
1232,9496,4,77,23.0,52.0,HARD,0,Suzuka,9496
1232,9496,3,20,23.0,52.0,HARD,0,Suzuka,9496
1232,9496,3,2,23.0,34.0,HARD,0,Suzuka,9496
1232,9496,4,18,23.0,34.0,HARD,0,Suzuka,9496
1232,9496,3,44,24.0,39.0,HARD,0,Suzuka,9496
1232,9496,3,16,27.0,53.0,HARD,0,Suzuka,9496
1232,9496,4,4,27.0,53.0,HARD,0,Suzuka,9496
1232,9496,4,81,33.0,53.0,HARD,0,Suzuka,9496
1232,9496,4,10,33.0,52.0,HARD,0,Suzuka,9496
1232,9496,4,11,34.0,53.0,HARD,0,Suzuka,9496
1232,9496,4,14,34.0,53.0,HARD,0,Suzuka,9496
1232,9496,4,27,34.0,52.0,HARD,0,Suzuka,9496
1232,9496,4,31,34.0,52.0,MEDIUM,0,Suzuka,9496
1232,9496,4,1,35.0,53.0,HARD,0,Suzuka,9496
1232,9496,5,18,35.0,52.0,SOFT,0,Suzuka,9496
1232,9496,4,2,35.0,41.0,MEDIUM,0,Suzuka,9496
1232,9496,4,55,37.0,53.0,HARD,0,Suzuka,9496
1232,9496,4,63,38.0,53.0,MEDIUM,1,Suzuka,9496
1232,9496,4,44,40.0,53.0,MEDIUM,0,Suzuka,9496
1232,9496,5,2,42.0,52.0,SOFT,0,Suzuka,9496
1233,9673,1,24,1.0,8.0,MEDIUM,0,Shanghai,9673
1233,9673,1,44,1.0,9.0,SOFT,0,Shanghai,9673
1233,9673,1,77,1.0,9.0,MEDIUM,0,Shanghai,9673
1233,9673,1,3,1.0,14.0,MEDIUM,0,Shanghai,9673
1233,9673,1,10,1.0,11.0,MEDIUM,0,Shanghai,9673
1233,9673,1,1,1.0,13.0,MEDIUM,0,Shanghai,9673
1233,9673,1,81,1.0,16.0,MEDIUM,0,Shanghai,9673
1233,9673,1,16,1.0,21.0,MEDIUM,0,Shanghai,9673
1233,9673,1,63,1.0,11.0,MEDIUM,0,Shanghai,9673
1233,9673,1,14,1.0,11.0,MEDIUM,0,Shanghai,9673
1233,9673,1,11,1.0,13.0,MEDIUM,0,Shanghai,9673
1233,9673,1,18,1.0,9.0,SOFT,0,Shanghai,9673
1233,9673,1,4,1.0,22.0,MEDIUM,0,Shanghai,9673
1233,9673,1,31,1.0,9.0,MEDIUM,0,Shanghai,9673
1233,9673,1,22,1.0,8.0,SOFT,0,Shanghai,9673
1233,9673,1,55,1.0,17.0,MEDIUM,0,Shanghai,9673
1233,9673,1,23,1.0,9.0,MEDIUM,0,Shanghai,9673
1233,9673,1,20,1.0,17.0,HARD,0,Shanghai,9673
1233,9673,1,27,1.0,8.0,MEDIUM,0,Shanghai,9673
1233,9673,1,2,1.0,12.0,SOFT,0,Shanghai,9673
1233,9673,2,27,9.0,23.0,HARD,0,Shanghai,9673
1233,9673,2,22,9.0,23.0,MEDIUM,0,Shanghai,9673
1233,9673,2,24,9.0,23.0,HARD,0,Shanghai,9673
1233,9673,2,18,10.0,21.0,MEDIUM,0,Shanghai,9673
1233,9673,2,23,10.0,23.0,MEDIUM,0,Shanghai,9673
1233,9673,2,77,10.0,19.0,HARD,0,Shanghai,9673
1233,9673,2,31,10.0,23.0,HARD,0,Shanghai,9673
1233,9673,2,44,10.0,21.0,MEDIUM,0,Shanghai,9673
1233,9673,2,63,12.0,23.0,MEDIUM,0,Shanghai,9673
1233,9673,2,14,12.0,23.0,HARD,0,Shanghai,9673
1233,9673,2,10,12.0,23.0,HARD,0,Shanghai,9673
1233,9673,2,2,13.0,24.0,MEDIUM,0,Shanghai,9673
1233,9673,2,1,14.0,23.0,HARD,0,Shanghai,9673
1233,9673,2,11,14.0,23.0,HARD,0,Shanghai,9673
1233,9673,2,3,15.0,33.0,MEDIUM,0,Shanghai,9673
1233,9673,2,81,17.0,24.0,MEDIUM,1,Shanghai,9673
1233,9673,2,55,18.0,56.0,HARD,0,Shanghai,9673
1233,9673,2,20,18.0,27.0,HARD,0,Shanghai,9673
1233,9673,2,16,22.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,18,22.0,26.0,HARD,0,Shanghai,9673
1233,9673,3,44,22.0,56.0,HARD,0,Shanghai,9673
1233,9673,2,4,23.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,1,24.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,11,24.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,14,24.0,43.0,SOFT,0,Shanghai,9673
1233,9673,3,63,24.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,27,24.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,31,24.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,22,24.0,26.0,HARD,0,Shanghai,9673
1233,9673,3,23,24.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,24,24.0,40.0,HARD,0,Shanghai,9673
1233,9673,3,10,24.0,38.0,HARD,0,Shanghai,9673
1233,9673,3,81,25.0,56.0,HARD,0,Shanghai,9673
1233,9673,3,2,25.0,56.0,HARD,0,Shanghai,9673
1233,9673,4,18,27.0,35.0,MEDIUM,0,Shanghai,9673
1233,9673,3,20,28.0,56.0,MEDIUM,0,Shanghai,9673
1233,9673,5,18,36.0,56.0,HARD,0,Shanghai,9673
1233,9673,4,10,39.0,56.0,MEDIUM,0,Shanghai,9673
1233,9673,4,24,41.0,56.0,SOFT,0,Shanghai,9673
1233,9673,4,14,44.0,56.0,MEDIUM,0,Shanghai,9673
1234,9507,1,10,1.0,12.0,MEDIUM,0,Miami,9507
1234,9507,1,81,1.0,27.0,MEDIUM,0,Miami,9507
1234,9507,1,31,1.0,22.0,MEDIUM,0,Miami,9507
1234,9507,1,20,1.0,22.0,HARD,0,Miami,9507
1234,9507,1,77,1.0,11.0,SOFT,0,Miami,9507
1234,9507,1,1,1.0,23.0,MEDIUM,0,Miami,9507
1234,9507,1,4,1.0,29.0,MEDIUM,0,Miami,9507
1234,9507,1,16,1.0,19.0,MEDIUM,0,Miami,9507
1234,9507,1,22,1.0,28.0,MEDIUM,0,Miami,9507
1234,9507,1,11,1.0,17.0,MEDIUM,0,Miami,9507
1234,9507,1,63,1.0,24.0,MEDIUM,3,Miami,9507
1234,9507,1,18,1.0,11.0,MEDIUM,0,Miami,9507
1234,9507,1,27,1.0,12.0,MEDIUM,0,Miami,9507
1234,9507,1,2,1.0,11.0,MEDIUM,0,Miami,9507
1234,9507,1,14,1.0,22.0,HARD,1,Miami,9507
1234,9507,1,23,1.0,10.0,MEDIUM,0,Miami,9507
1234,9507,1,3,1.0,28.0,HARD,0,Miami,9507
1234,9507,1,24,1.0,28.0,MEDIUM,0,Miami,9507
1234,9507,1,55,1.0,27.0,MEDIUM,0,Miami,9507
1234,9507,1,44,1.0,26.0,HARD,0,Miami,9507
1234,9507,2,23,11.0,53.0,HARD,0,Miami,9507
1234,9507,2,18,12.0,28.0,HARD,1,Miami,9507
1234,9507,2,2,12.0,27.0,HARD,0,Miami,9507
1234,9507,2,77,12.0,29.0,HARD,0,Miami,9507
1234,9507,2,10,13.0,57.0,HARD,0,Miami,9507
1234,9507,2,27,13.0,28.0,HARD,0,Miami,9507
1234,9507,2,11,18.0,28.0,HARD,0,Miami,9507
1234,9507,2,16,20.0,57.0,HARD,0,Miami,9507
1234,9507,2,31,23.0,57.0,HARD,0,Miami,9507
1234,9507,2,14,23.0,57.0,MEDIUM,1,Miami,9507
1234,9507,2,20,23.0,28.0,MEDIUM,0,Miami,9507
1234,9507,2,1,24.0,57.0,HARD,0,Miami,9507
1234,9507,2,63,25.0,57.0,HARD,0,Miami,9507
1234,9507,2,44,27.0,57.0,MEDIUM,3,Miami,9507
1234,9507,2,55,28.0,57.0,HARD,0,Miami,9507
1234,9507,2,81,28.0,40.0,HARD,0,Miami,9507
1234,9507,3,11,29.0,57.0,MEDIUM,5,Miami,9507
1234,9507,2,22,29.0,57.0,HARD,0,Miami,9507
1234,9507,2,24,29.0,57.0,SOFT,0,Miami,9507
1234,9507,2,3,29.0,57.0,MEDIUM,5,Miami,9507
1234,9507,3,27,29.0,57.0,MEDIUM,0,Miami,9507
1234,9507,3,18,29.0,57.0,MEDIUM,0,Miami,9507
1234,9507,3,20,29.0,31.0,MEDIUM,0,Miami,9507
1234,9507,2,4,30.0,57.0,HARD,0,Miami,9507
1234,9507,3,77,30.0,57.0,MEDIUM,0,Miami,9507
1234,9507,4,20,32.0,57.0,MEDIUM,3,Miami,9507
1234,9507,3,81,41.0,57.0,MEDIUM,6,Miami,9507
1234,9507,3,23,54.0,57.0,SOFT,0,Miami,9507
1235,9515,1,14,1.0,7.0,SOFT,0,Imola,9515
1235,9515,1,18,1.0,37.0,MEDIUM,1,Imola,9515
1235,9515,1,22,1.0,12.0,MEDIUM,0,Imola,9515
1235,9515,1,24,1.0,33.0,HARD,0,Imola,9515
1235,9515,1,31,1.0,25.0,MEDIUM,0,Imola,9515
1235,9515,1,77,1.0,8.0,MEDIUM,0,Imola,9515
1235,9515,1,10,1.0,8.0,SOFT,0,Imola,9515
1235,9515,1,3,1.0,11.0,MEDIUM,0,Imola,9515
1235,9515,1,63,1.0,21.0,MEDIUM,0,Imola,9515
1235,9515,1,16,1.0,25.0,MEDIUM,0,Imola,9515
1235,9515,1,27,1.0,13.0,MEDIUM,0,Imola,9515
1235,9515,1,20,1.0,37.0,MEDIUM,0,Imola,9515
1235,9515,1,11,1.0,37.0,HARD,0,Imola,9515
1235,9515,1,2,1.0,31.0,HARD,0,Imola,9515
1235,9515,1,4,1.0,22.0,MEDIUM,0,Imola,9515
1235,9515,1,44,1.0,27.0,MEDIUM,0,Imola,9515
1235,9515,1,55,1.0,27.0,MEDIUM,0,Imola,9515
1235,9515,1,1,1.0,24.0,MEDIUM,0,Imola,9515
1235,9515,1,81,1.0,23.0,MEDIUM,0,Imola,9515
1235,9515,1,23,1.0,8.0,MEDIUM,0,Imola,9515
1235,9515,2,14,8.0,40.0,HARD,1,Imola,9515
1235,9515,2,23,9.0,9.0,HARD,0,Imola,9515
1235,9515,2,10,9.0,30.0,HARD,0,Imola,9515
1235,9515,2,77,9.0,62.0,HARD,0,Imola,9515
1235,9515,3,23,10.0,23.0,MEDIUM,8,Imola,9515
1235,9515,2,3,12.0,62.0,HARD,0,Imola,9515
1235,9515,2,22,13.0,62.0,HARD,0,Imola,9515
1235,9515,2,27,14.0,62.0,HARD,0,Imola,9515
1235,9515,2,63,22.0,52.0,HARD,0,Imola,9515
1235,9515,2,4,23.0,63.0,HARD,1,Imola,9515
1235,9515,2,81,24.0,63.0,HARD,1,Imola,9515
1235,9515,2,1,25.0,63.0,HARD,0,Imola,9515
1235,9515,4,23,24.0,28.0,MEDIUM,14,Imola,9515
1235,9515,2,16,26.0,63.0,HARD,0,Imola,9515
1235,9515,2,31,26.0,62.0,HARD,0,Imola,9515
1235,9515,2,55,28.0,63.0,HARD,0,Imola,9515
1235,9515,2,44,28.0,63.0,HARD,0,Imola,9515
1235,9515,5,23,29.0,51.0,MEDIUM,8,Imola,9515
1235,9515,3,10,31.0,62.0,MEDIUM,0,Imola,9515
1235,9515,2,2,32.0,62.0,MEDIUM,0,Imola,9515
1235,9515,2,24,34.0,62.0,MEDIUM,0,Imola,9515
1235,9515,2,11,38.0,63.0,MEDIUM,0,Imola,9515
1235,9515,2,18,38.0,63.0,HARD,1,Imola,9515
1235,9515,2,20,38.0,62.0,HARD,0,Imola,9515
1235,9515,3,14,41.0,59.0,MEDIUM,1,Imola,9515
1235,9515,3,63,53.0,63.0,MEDIUM,2,Imola,9515
1235,9515,4,14,60.0,62.0,SOFT,0,Imola,9515
1236,9523,1,3,1.0,1.0,MEDIUM,0,Monte Carlo,9523
1236,9523,1,63,1.0,1.0,HARD,0,Monte Carlo,9523
1236,9523,1,10,1.0,1.0,HARD,0,Monte Carlo,9523
1236,9523,1,81,1.0,1.0,MEDIUM,1,Monte Carlo,9523
1236,9523,1,44,1.0,1.0,HARD,0,Monte Carlo,9523
1236,9523,1,4,1.0,1.0,MEDIUM,1,Monte Carlo,9523
1236,9523,1,31,,,HARD,0,Monte Carlo,9523
1236,9523,1,22,1.0,1.0,MEDIUM,0,Monte Carlo,9523
1236,9523,1,24,1.0,1.0,MEDIUM,0,Monte Carlo,9523
1236,9523,1,77,1.0,1.0,HARD,0,Monte Carlo,9523
1236,9523,1,23,1.0,1.0,MEDIUM,0,Monte Carlo,9523
1236,9523,1,16,1.0,1.0,MEDIUM,0,Monte Carlo,9523
1236,9523,1,27,,,MEDIUM,0,Monte Carlo,9523
1236,9523,1,14,1.0,1.0,HARD,1,Monte Carlo,9523
1236,9523,1,20,,,HARD,0,Monte Carlo,9523
1236,9523,1,11,,,HARD,0,Monte Carlo,9523
1236,9523,1,18,1.0,1.0,HARD,1,Monte Carlo,9523
1236,9523,1,55,1.0,1.0,MEDIUM,0,Monte Carlo,9523
1236,9523,1,2,1.0,1.0,HARD,0,Monte Carlo,9523
1236,9523,1,1,1.0,1.0,HARD,0,Monte Carlo,9523
1236,9523,2,16,1.0,78.0,HARD,0,Monte Carlo,9523
1236,9523,2,81,1.0,78.0,HARD,1,Monte Carlo,9523
1236,9523,2,55,1.0,78.0,HARD,0,Monte Carlo,9523
1236,9523,2,4,1.0,78.0,HARD,0,Monte Carlo,9523
