Model,CV_median_race_MAE,CV_std,TEST_median_race_MAE,TEST_overall_MAE,TEST_RMSE,TEST_R2,Tree_Depth
Decision Tree,0.33244444501196757,0.014161895240029185,0.3057617291414484,0.3220662189475226,0.48521674627540406,-0.0004964795776456477,5
