season_year,grand_prix,driver_number,lap_number
2024,Miami,81,40.0
2024,Miami,23,53.0
2024,Imola,14,7.0
2024,Imola,23,8.0
2024,Imola,10,8.0
2024,Imola,77,8.0
2024,Imola,23,9.0
2024,Imola,3,11.0
2024,Imola,22,12.0
2024,Imola,27,13.0
2024,Imola,63,21.0
2024,Imola,4,22.0
2024,Imola,81,23.0
2024,Imola,1,24.0
2024,Imola,23,23.0
2024,Imola,16,25.0
2024,Imola,31,25.0
2024,Imola,55,27.0
2024,Imola,44,27.0
2024,Imola,23,28.0
2024,Imola,10,30.0
2024,Imola,2,31.0
2024,Imola,24,33.0
2024,Imola,11,37.0
2024,Imola,18,37.0
2024,Imola,20,37.0
2024,Imola,14,40.0
2024,Imola,63,52.0
2024,Imola,14,59.0
2024,Monte Carlo,16,1.0
2024,Monte Carlo,81,1.0
2024,Monte Carlo,55,1.0
2024,Monte Carlo,4,1.0
2024,Monte Carlo,63,1.0
2024,Monte Carlo,1,1.0
2024,Monte Carlo,44,1.0
2024,Monte Carlo,22,1.0
2024,Monte Carlo,23,1.0
2024,Monte Carlo,10,1.0
2024,Monte Carlo,18,1.0
2024,Monte Carlo,3,1.0
2024,Monte Carlo,14,1.0
2024,Monte Carlo,2,1.0
2024,Monte Carlo,77,1.0
2024,Monte Carlo,24,1.0
2024,Monte Carlo,77,15.0
2024,Monte Carlo,18,42.0
2024,Monte Carlo,18,48.0
2024,Monte Carlo,44,51.0
2024,Monte Carlo,1,52.0
2024,Monte Carlo,2,57.0
2024,Monte Carlo,24,70.0
2024,Montreal,20,7.0
2024,Montreal,27,12.0
2024,Montreal,24,24.0
2024,Montreal,1,25.0
2024,Montreal,63,25.0
2024,Montreal,81,25.0
2024,Montreal,44,25.0
2024,Montreal,14,25.0
2024,Montreal,18,25.0
2024,Montreal,23,25.0
2024,Montreal,16,25.0
2024,Montreal,55,25.0
2024,Montreal,20,25.0
2024,Montreal,10,25.0
2024,Montreal,11,25.0
2024,Montreal,27,25.0
2024,Montreal,4,26.0
2024,Montreal,3,26.0
2024,Montreal,16,28.0
2024,Montreal,16,31.0
2024,Montreal,10,40.0
2024,Montreal,20,41.0
2024,Montreal,77,42.0
2024,Montreal,44,43.0
2024,Montreal,3,43.0
2024,Montreal,55,43.0
2024,Montreal,11,43.0
2024,Montreal,81,44.0
2024,Montreal,14,44.0
2024,Montreal,22,44.0
2024,Montreal,18,44.0
2024,Montreal,31,44.0
2024,Montreal,23,44.0
2024,Montreal,27,44.0
2024,Montreal,1,45.0
2024,Montreal,63,45.0
2024,Montreal,24,44.0
2024,Montreal,4,47.0
2024,Montreal,24,52.0
2024,Montreal,63,54.0
2024,Montreal,44,54.0
2024,Montreal,20,54.0
2024,Catalunya,24,9.0
2024,Catalunya,22,9.0
2024,Catalunya,20,10.0
2024,Catalunya,77,11.0
2024,Catalunya,27,12.0
2024,Catalunya,31,13.0
2024,Catalunya,11,13.0
2024,Catalunya,10,14.0
2024,Catalunya,2,14.0
2024,Catalunya,63,15.0
2024,Catalunya,55,15.0
2024,Catalunya,44,16.0
2024,Catalunya,3,16.0
2024,Catalunya,1,17.0
2024,Catalunya,18,17.0
2024,Catalunya,23,18.0
2024,Catalunya,14,19.0
2024,Catalunya,81,21.0
2024,Catalunya,4,23.0
2024,Catalunya,16,24.0
2024,Catalunya,22,27.0
2024,Catalunya,77,28.0
2024,Catalunya,20,29.0
2024,Catalunya,11,31.0
2024,Catalunya,2,34.0
2024,Catalunya,63,36.0
2024,Catalunya,55,36.0
2024,Catalunya,31,37.0
2024,Catalunya,18,37.0
2024,Catalunya,10,38.0
2024,Catalunya,27,38.0
2024,Catalunya,24,41.0
2024,Catalunya,3,42.0
2024,Catalunya,44,43.0
2024,Catalunya,1,44.0
2024,Catalunya,23,43.0
2024,Catalunya,22,44.0
2024,Catalunya,14,45.0
2024,Catalunya,81,46.0
2024,Catalunya,4,47.0
2024,Catalunya,16,47.0
2024,Catalunya,11,49.0
2024,Spielberg,16,1.0
2024,Spielberg,2,1.0
2024,Spielberg,20,10.0
2024,Spielberg,3,10.0
2024,Spielberg,27,11.0
2024,Spielberg,14,11.0
2024,Spielberg,23,12.0
2024,Spielberg,16,16.0
2024,Spielberg,31,19.0
2024,Spielberg,77,19.0
2024,Spielberg,10,20.0
2024,Spielberg,18,20.0
2024,Spielberg,2,20.0
2024,Spielberg,44,21.0
2024,Spielberg,11,21.0
2024,Spielberg,22,21.0
2024,Spielberg,63,22.0
2024,Spielberg,55,22.0
2024,Spielberg,1,23.0
2024,Spielberg,4,23.0
2024,Spielberg,81,25.0
2024,Spielberg,24,28.0
2024,Spielberg,16,33.0
2024,Spielberg,14,35.0
2024,Spielberg,3,37.0
2024,Spielberg,20,38.0
2024,Spielberg,27,39.0
2024,Spielberg,23,39.0
2024,Spielberg,10,42.0
2024,Spielberg,77,42.0
2024,Spielberg,31,43.0
2024,Spielberg,18,43.0
2024,Spielberg,22,44.0
2024,Spielberg,63,46.0
2024,Spielberg,55,47.0
2024,Spielberg,2,49.0
2024,Spielberg,1,51.0
2024,Spielberg,4,51.0
2024,Spielberg,81,51.0
2024,Spielberg,11,51.0
2024,Spielberg,16,51.0
2024,Spielberg,24,51.0
2024,Spielberg,44,53.0
2024,Spielberg,1,64.0
2024,Spielberg,14,68.0
2024,Silverstone,24,12.0
2024,Silverstone,16,19.0
2024,Silverstone,11,19.0
2024,Silverstone,31,19.0
2024,Silverstone,24,19.0
2024,Silverstone,31,21.0
2024,Silverstone,1,26.0
2024,Silverstone,55,26.0
2024,Silverstone,27,26.0
2024,Silverstone,18,26.0
2024,Silverstone,3,26.0
2024,Silverstone,77,26.0
2024,Silverstone,4,27.0
2024,Silverstone,44,27.0
2024,Silverstone,63,27.0
2024,Silverstone,14,27.0
2024,Silverstone,22,27.0
2024,Silverstone,31,26.0
2024,Silverstone,23,27.0
2024,Silverstone,20,27.0
2024,Silverstone,2,27.0
2024,Silverstone,24,26.0
2024,Silverstone,81,28.0
2024,Silverstone,16,27.0
2024,Silverstone,11,28.0
2024,Silverstone,20,37.0
2024,Silverstone,3,37.0
2024,Silverstone,77,37.0
2024,Silverstone,44,38.0
2024,Silverstone,1,38.0
2024,Silverstone,81,38.0
2024,Silverstone,16,37.0
2024,Silverstone,11,37.0
2024,Silverstone,14,38.0
2024,Silverstone,22,38.0
2024,Silverstone,23,38.0
2024,Silverstone,2,38.0
2024,Silverstone,4,39.0
2024,Silverstone,24,37.0
2024,Silverstone,55,39.0
2024,Silverstone,27,39.0
2024,Silverstone,18,39.0
2024,Silverstone,31,38.0
2024,Silverstone,11,47.0
2024,Silverstone,55,50.0
2024,Hungaroring,27,2.0
2024,Hungaroring,23,6.0
2024,Hungaroring,20,6.0
2024,Hungaroring,31,6.0
2024,Hungaroring,14,7.0
2024,Hungaroring,3,7.0
2024,Hungaroring,24,7.0
2024,Hungaroring,2,8.0
2024,Hungaroring,18,14.0
2024,Hungaroring,44,16.0
2024,Hungaroring,77,16.0
2024,Hungaroring,4,17.0
2024,Hungaroring,81,18.0
2024,Hungaroring,1,21.0
2024,Hungaroring,55,21.0
2024,Hungaroring,16,23.0
2024,Hungaroring,11,28.0
2024,Hungaroring,10,28.0
2024,Hungaroring,3,28.0
2024,Hungaroring,22,29.0
2024,Hungaroring,27,29.0
2024,Hungaroring,23,29.0
2024,Hungaroring,31,30.0
2024,Hungaroring,63,33.0
2024,Hungaroring,2,33.0
2024,Hungaroring,20,34.0
2024,Hungaroring,24,36.0
2024,Hungaroring,14,37.0
2024,Hungaroring,44,40.0
2024,Hungaroring,16,40.0
2024,Hungaroring,4,45.0
2024,Hungaroring,18,45.0
2024,Hungaroring,77,45.0
2024,Hungaroring,81,47.0
2024,Hungaroring,55,47.0
2024,Hungaroring,11,47.0
2024,Hungaroring,1,49.0
2024,Hungaroring,63,53.0
2024,Hungaroring,2,63.0
2024,Hungaroring,31,64.0
2024,Spa-Francorchamps,27,7.0
2024,Spa-Francorchamps,23,8.0
2024,Spa-Francorchamps,3,8.0
2024,Spa-Francorchamps,2,8.0
2024,Spa-Francorchamps,10,9.0
2024,Spa-Francorchamps,63,10.0
2024,Spa-Francorchamps,1,10.0
2024,Spa-Francorchamps,44,11.0
2024,Spa-Francorchamps,11,11.0
2024,Spa-Francorchamps,81,11.0
2024,Spa-Francorchamps,77,11.0
2024,Spa-Francorchamps,16,12.0
2024,Spa-Francorchamps,31,12.0
2024,Spa-Francorchamps,18,12.0
2024,Spa-Francorchamps,14,13.0
2024,Spa-Francorchamps,4,15.0
2024,Spa-Francorchamps,22,15.0
2024,Spa-Francorchamps,20,17.0
2024,Spa-Francorchamps,55,20.0
2024,Spa-Francorchamps,27,20.0
2024,Spa-Francorchamps,11,21.0
2024,Spa-Francorchamps,3,21.0
2024,Spa-Francorchamps,23,23.0
2024,Spa-Francorchamps,2,24.0
2024,Spa-Francorchamps,16,25.0
2024,Spa-Francorchamps,44,26.0
2024,Spa-Francorchamps,1,28.0
2024,Spa-Francorchamps,55,28.0
2024,Spa-Francorchamps,10,28.0
2024,Spa-Francorchamps,4,29.0
2024,Spa-Francorchamps,81,30.0
2024,Spa-Francorchamps,31,30.0
2024,Spa-Francorchamps,77,35.0
2024,Spa-Francorchamps,11,42.0
2024,Zandvoort,23,12.0
2024,Zandvoort,27,14.0
2024,Zandvoort,22,14.0
2024,Zandvoort,77,15.0
2024,Zandvoort,24,18.0
2024,Zandvoort,2,22.0
2024,Zandvoort,44,23.0
2024,Zandvoort,16,24.0
2024,Zandvoort,63,25.0
2024,Zandvoort,1,27.0
2024,Zandvoort,4,28.0
2024,Zandvoort,11,29.0
2024,Zandvoort,3,29.0
2024,Zandvoort,55,30.0
2024,Zandvoort,18,30.0
2024,Zandvoort,31,30.0
2024,Zandvoort,14,31.0
2024,Zandvoort,10,32.0
2024,Zandvoort,22,32.0
2024,Zandvoort,81,33.0
2024,Zandvoort,20,40.0
2024,Zandvoort,77,43.0
2024,Zandvoort,44,48.0
2024,Zandvoort,24,51.0
2024,Zandvoort,63,54.0
2024,Zandvoort,23,54.0
2024,Monza,27,5.0
2024,Monza,10,10.0
2024,Monza,63,11.0
2024,Monza,3,11.0
2024,Monza,14,12.0
2024,Monza,4,14.0
2024,Monza,20,14.0
2024,Monza,16,15.0
2024,Monza,44,15.0
2024,Monza,24,15.0
2024,Monza,81,16.0
2024,Monza,43,16.0
2024,Monza,23,17.0
2024,Monza,55,19.0
2024,Monza,18,19.0
2024,Monza,1,22.0
2024,Monza,11,23.0
2024,Monza,10,30.0
2024,Monza,31,31.0
2024,Monza,4,32.0
2024,Monza,27,32.0
2024,Monza,63,33.0
2024,Monza,77,33.0
2024,Monza,11,35.0
2024,Monza,14,35.0
2024,Monza,18,36.0
2024,Monza,44,37.0
2024,Monza,81,38.0
2024,Monza,1,41.0
2024,Monza,18,50.0
2024,Baku,18,1.0
2024,Baku,43,10.0
2024,Baku,14,11.0
2024,Baku,77,11.0
2024,Baku,1,12.0
2024,Baku,63,12.0
2024,Baku,44,12.0
2024,Baku,22,12.0
2024,Baku,11,13.0
2024,Baku,50,14.0
2024,Baku,81,15.0
2024,Baku,27,15.0
2024,Baku,16,16.0
2024,Baku,55,17.0
2024,Baku,18,22.0
2024,Baku,23,31.0
2024,Baku,24,34.0
2024,Baku,4,37.0
2024,Baku,1,49.0
2024,Baku,3,49.0
2024,Baku,31,49.0
2024,Baku,10,50.0
2024,Singapore,3,10.0
2024,Singapore,23,11.0
2024,Singapore,55,13.0
2024,Singapore,44,17.0
2024,Singapore,14,25.0
2024,Singapore,18,26.0
2024,Singapore,63,27.0
2024,Singapore,11,28.0
2024,Singapore,20,28.0
2024,Singapore,1,29.0
2024,Singapore,27,29.0
2024,Singapore,43,29.0
2024,Singapore,31,29.0
2024,Singapore,4,30.0
2024,Singapore,22,33.0
2024,Singapore,77,33.0
2024,Singapore,24,34.0
2024,Singapore,16,36.0
2024,Singapore,10,37.0
2024,Singapore,81,38.0
2024,Singapore,3,46.0
2024,Singapore,20,49.0
2024,Singapore,3,58.0
2024,Austin,23,3.0
2024,Austin,24,13.0
2024,Austin,77,15.0
2024,Austin,20,17.0
2024,Austin,10,18.0
2024,Austin,22,18.0
2024,Austin,55,21.0
2024,Austin,1,25.0
2024,Austin,16,26.0
2024,Austin,11,26.0
2024,Austin,14,26.0
2024,Austin,27,27.0
2024,Austin,18,27.0
2024,Austin,4,31.0
2024,Austin,31,31.0
2024,Austin,81,32.0
2024,Austin,23,33.0
2024,Austin,24,35.0
2024,Austin,30,36.0
2024,Austin,20,38.0
2024,Austin,43,39.0
2024,Austin,63,40.0
2024,Austin,31,51.0
2024,Mexico City,11,20.0
2024,Mexico City,1,26.0
2024,Mexico City,18,26.0
2024,Mexico City,44,28.0
2024,Mexico City,10,28.0
2024,Mexico City,27,29.0
2024,Mexico City,4,30.0
2024,Mexico City,20,30.0
2024,Mexico City,16,31.0
2024,Mexico City,63,31.0
2024,Mexico City,55,32.0
2024,Mexico City,81,39.0
2024,Mexico City,30,39.0
2024,Mexico City,24,43.0
2024,Mexico City,11,43.0
2024,Mexico City,43,47.0
2024,Mexico City,31,48.0
2024,Mexico City,77,49.0
2024,Mexico City,30,65.0
2024,Mexico City,16,69.0
2024,Mexico City,11,68.0
2024,Interlagos,16,24.0
2024,Interlagos,27,25.0
2024,Interlagos,43,26.0
2024,Interlagos,81,27.0
2024,Interlagos,14,27.0
2024,Interlagos,44,27.0
2024,Interlagos,55,27.0
2024,Interlagos,50,27.0
2024,Interlagos,11,27.0
2024,Interlagos,24,27.0
2024,Interlagos,63,28.0
2024,Interlagos,4,28.0
2024,Interlagos,22,28.0
2024,Interlagos,30,28.0
2024,Interlagos,24,28.0
2024,Interlagos,27,27.0
2024,Interlagos,43,30.0
2024,Interlagos,27,29.0
2024,Interlagos,24,31.0
2024,Interlagos,31,32.0
2024,Interlagos,1,32.0
2024,Interlagos,10,32.0
2024,Interlagos,4,32.0
2024,Interlagos,63,32.0
2024,Interlagos,22,32.0
2024,Interlagos,16,32.0
2024,Interlagos,81,32.0
2024,Interlagos,14,32.0
2024,Interlagos,30,32.0
2024,Interlagos,44,32.0
2024,Interlagos,77,32.0
2024,Interlagos,55,32.0
2024,Interlagos,11,32.0
2024,Interlagos,50,32.0
2024,Interlagos,24,32.0
2024,Las Vegas,14,4.0
2024,Las Vegas,16,9.0
2024,Las Vegas,4,9.0
2024,Las Vegas,23,9.0
2024,Las Vegas,18,9.0
2024,Las Vegas,55,10.0
2024,Las Vegas,22,10.0
2024,Las Vegas,10,10.0
2024,Las Vegas,81,10.0
2024,Las Vegas,1,11.0
2024,Las Vegas,31,11.0
2024,Las Vegas,24,11.0
2024,Las Vegas,30,11.0
2024,Las Vegas,63,12.0
2024,Las Vegas,31,12.0
2024,Las Vegas,44,13.0
2024,Las Vegas,27,14.0
2024,Las Vegas,43,16.0
2024,Las Vegas,11,17.0
2024,Las Vegas,20,17.0
2024,Las Vegas,77,17.0
2024,Las Vegas,14,24.0
2024,Las Vegas,81,25.0
2024,Las Vegas,43,26.0
2024,Las Vegas,1,27.0
2024,Las Vegas,44,27.0
2024,Las Vegas,55,28.0
2024,Las Vegas,18,28.0
2024,Las Vegas,22,29.0
2024,Las Vegas,4,30.0
2024,Las Vegas,16,31.0
2024,Las Vegas,63,32.0
2024,Las Vegas,11,32.0
2024,Las Vegas,27,33.0
2024,Las Vegas,24,34.0
2024,Las Vegas,77,35.0
2024,Las Vegas,30,38.0
2024,Las Vegas,31,45.0
2024,Las Vegas,4,48.0
2024,Lusail,18,1.0
2024,Lusail,27,1.0
2024,Lusail,18,7.0
2024,Lusail,63,23.0
2024,Lusail,77,24.0
2024,Lusail,20,27.0
2024,Lusail,27,31.0
2024,Lusail,81,34.0
2024,Lusail,55,34.0
2024,Lusail,1,35.0
2024,Lusail,44,34.0
2024,Lusail,4,35.0
2024,Lusail,16,35.0
2024,Lusail,11,35.0
2024,Lusail,10,35.0
2024,Lusail,63,35.0
2024,Lusail,14,35.0
2024,Lusail,24,35.0
2024,Lusail,22,35.0
2024,Lusail,23,35.0
2024,Lusail,30,35.0
2024,Lusail,1,36.0
2024,Lusail,44,35.0
2024,Lusail,4,36.0
2024,Lusail,77,35.0
2024,Lusail,16,36.0
2024,Lusail,81,36.0
2024,Lusail,11,36.0
2024,Lusail,10,36.0
2024,Lusail,63,36.0
2024,Lusail,55,36.0
2024,Lusail,24,36.0
2024,Lusail,14,36.0
2024,Lusail,20,36.0
2024,Lusail,22,36.0
2024,Lusail,23,36.0
2024,Lusail,27,36.0
2024,Lusail,30,36.0
2024,Lusail,1,37.0
2024,Lusail,44,36.0
2024,Lusail,4,37.0
2024,Lusail,77,36.0
2024,Lusail,16,37.0
2024,Lusail,81,37.0
2024,Lusail,11,37.0
2024,Lusail,10,37.0
2024,Lusail,63,37.0
2024,Lusail,55,37.0
2024,Lusail,24,37.0
2024,Lusail,14,37.0
2024,Lusail,20,37.0
2024,Lusail,22,37.0
2024,Lusail,23,37.0
2024,Lusail,27,37.0
2024,Lusail,30,37.0
2024,Lusail,22,40.0
2024,Lusail,30,40.0
2024,Lusail,4,45.0
2024,Lusail,44,47.0
2024,Lusail,23,55.0
2024,Lusail,31,
2024,Lusail,43,
2024,Yas Marina Circuit,43,3.0
2024,Yas Marina Circuit,81,4.0
2024,Yas Marina Circuit,77,6.0
2024,Yas Marina Circuit,18,11.0
2024,Yas Marina Circuit,20,12.0
2024,Yas Marina Circuit,24,12.0
2024,Yas Marina Circuit,23,12.0
2024,Yas Marina Circuit,27,13.0
2024,Yas Marina Circuit,14,13.0
2024,Yas Marina Circuit,10,14.0
2024,Yas Marina Circuit,16,20.0
2024,Yas Marina Circuit,22,22.0
2024,Yas Marina Circuit,61,22.0
2024,Yas Marina Circuit,30,23.0
2024,Yas Marina Circuit,30,24.0
2024,Yas Marina Circuit,55,25.0
2024,Yas Marina Circuit,4,26.0
2024,Yas Marina Circuit,63,26.0
2024,Yas Marina Circuit,1,29.0
2024,Yas Marina Circuit,20,29.0
2024,Yas Marina Circuit,30,29.0
2024,Yas Marina Circuit,20,30.0
2024,Yas Marina Circuit,18,32.0
2024,Yas Marina Circuit,81,32.0
2024,Yas Marina Circuit,44,34.0
2024,Yas Marina Circuit,14,37.0
2024,Yas Marina Circuit,24,39.0
2024,Yas Marina Circuit,20,55.0
2025,Melbourne,4,2.0
2025,Melbourne,1,2.0
2025,Melbourne,81,2.0
2025,Melbourne,63,2.0
2025,Melbourne,16,2.0
2025,Melbourne,22,2.0
2025,Melbourne,23,2.0
2025,Melbourne,44,2.0
2025,Melbourne,10,2.0
2025,Melbourne,14,2.0
2025,Melbourne,18,2.0
2025,Melbourne,27,2.0
2025,Melbourne,12,2.0
2025,Melbourne,5,2.0
2025,Melbourne,31,2.0
2025,Melbourne,30,2.0
2025,Melbourne,87,2.0
2025,Melbourne,4,3.0
2025,Melbourne,1,3.0
2025,Melbourne,81,3.0
2025,Melbourne,63,3.0
2025,Melbourne,16,3.0
2025,Melbourne,22,3.0
2025,Melbourne,23,3.0
2025,Melbourne,44,3.0
2025,Melbourne,10,3.0
2025,Melbourne,14,3.0
2025,Melbourne,18,3.0
2025,Melbourne,27,3.0
2025,Melbourne,12,3.0
2025,Melbourne,5,3.0
2025,Melbourne,31,3.0
2025,Melbourne,30,3.0
2025,Melbourne,87,3.0
2025,Melbourne,4,4.0
2025,Melbourne,1,4.0
2025,Melbourne,81,4.0
2025,Melbourne,63,4.0
2025,Melbourne,16,4.0
2025,Melbourne,22,4.0
2025,Melbourne,23,4.0
2025,Melbourne,44,4.0
2025,Melbourne,10,4.0
2025,Melbourne,14,4.0
2025,Melbourne,18,4.0
2025,Melbourne,27,4.0
2025,Melbourne,12,4.0
2025,Melbourne,5,4.0
2025,Melbourne,31,4.0
2025,Melbourne,30,4.0
2025,Melbourne,87,4.0
2025,Melbourne,22,33.0
2025,Melbourne,23,33.0
2025,Melbourne,44,33.0
2025,Melbourne,10,33.0
2025,Melbourne,12,33.0
2025,Melbourne,18,33.0
2025,Melbourne,27,33.0
2025,Melbourne,4,34.0
2025,Melbourne,5,33.0
2025,Melbourne,81,34.0
2025,Melbourne,30,33.0
2025,Melbourne,1,34.0
2025,Melbourne,63,34.0
2025,Melbourne,16,34.0
2025,Melbourne,31,39.0
2025,Melbourne,87,39.0
2025,Melbourne,4,44.0
2025,Melbourne,63,44.0
2025,Melbourne,23,44.0
2025,Melbourne,18,44.0
2025,Melbourne,12,44.0
2025,Melbourne,27,44.0
2025,Melbourne,5,44.0
2025,Melbourne,81,44.0
2025,Melbourne,87,44.0
2025,Melbourne,1,46.0
2025,Melbourne,10,46.0
2025,Melbourne,31,46.0
2025,Melbourne,44,47.0
2025,Melbourne,16,47.0
2025,Melbourne,22,47.0
2025,Shanghai,5,1.0
2025,Shanghai,10,10.0
2025,Shanghai,22,11.0
2025,Shanghai,31,11.0
2025,Shanghai,7,11.0
2025,Shanghai,12,12.0
2025,Shanghai,6,12.0
2025,Shanghai,44,13.0
2025,Shanghai,1,13.0
2025,Shanghai,81,14.0
2025,Shanghai,63,14.0
2025,Shanghai,4,15.0
2025,Shanghai,16,15.0
2025,Shanghai,55,17.0
2025,Shanghai,30,18.0
2025,Shanghai,23,20.0
2025,Shanghai,27,20.0
2025,Shanghai,87,26.0
2025,Shanghai,5,26.0
2025,Shanghai,30,30.0
2025,Shanghai,6,33.0
2025,Shanghai,22,35.0
2025,Shanghai,18,36.0
2025,Shanghai,44,37.0
2025,Shanghai,22,46.0
2025,Suzuka,18,9.0
2025,Suzuka,7,15.0
2025,Suzuka,63,19.0
2025,Suzuka,81,20.0
2025,Suzuka,1,21.0
2025,Suzuka,4,21.0
2025,Suzuka,16,21.0
2025,Suzuka,27,22.0
2025,Suzuka,87,23.0
2025,Suzuka,22,23.0
2025,Suzuka,23,24.0
2025,Suzuka,14,24.0
2025,Suzuka,10,24.0
2025,Suzuka,6,25.0
2025,Suzuka,44,30.0
2025,Suzuka,18,30.0
2025,Suzuka,12,31.0
2025,Suzuka,5,31.0
2025,Suzuka,31,32.0
2025,Suzuka,30,33.0
2025,Suzuka,55,33.0
2025,Sakhir,27,5.0
2025,Sakhir,6,6.0
2025,Sakhir,31,8.0
2025,Sakhir,7,9.0
2025,Sakhir,4,10.0
2025,Sakhir,10,10.0
2025,Sakhir,1,10.0
2025,Sakhir,22,11.0
2025,Sakhir,12,12.0
2025,Sakhir,18,12.0
2025,Sakhir,63,13.0
2025,Sakhir,5,13.0
2025,Sakhir,81,14.0
2025,Sakhir,55,14.0
2025,Sakhir,87,14.0
2025,Sakhir,30,14.0
2025,Sakhir,23,16.0
2025,Sakhir,14,16.0
2025,Sakhir,16,17.0
2025,Sakhir,44,17.0
2025,Sakhir,1,26.0
2025,Sakhir,31,27.0
2025,Sakhir,12,27.0
2025,Sakhir,27,27.0
2025,Sakhir,10,28.0
2025,Sakhir,7,28.0
2025,Sakhir,6,28.0
2025,Sakhir,81,32.0
2025,Sakhir,63,32.0
2025,Sakhir,16,32.0
2025,Sakhir,4,32.0
2025,Sakhir,44,32.0
2025,Sakhir,55,32.0
2025,Sakhir,22,32.0
2025,Sakhir,87,32.0
2025,Sakhir,23,32.0
2025,Sakhir,12,32.0
2025,Sakhir,14,32.0
2025,Sakhir,30,32.0
2025,Sakhir,18,32.0
2025,Sakhir,5,32.0
2025,Sakhir,55,44.0
2025,Jeddah,7,1.0
2025,Jeddah,31,1.0
2025,Jeddah,5,1.0
2025,Jeddah,87,18.0
2025,Jeddah,81,19.0
2025,Jeddah,12,19.0
2025,Jeddah,14,19.0
2025,Jeddah,63,20.0
2025,Jeddah,30,20.0
2025,Jeddah,1,21.0
2025,Jeddah,55,21.0
2025,Jeddah,23,22.0
2025,Jeddah,44,23.0
2025,Jeddah,16,29.0
2025,Jeddah,7,32.0
2025,Jeddah,27,33.0
2025,Jeddah,4,34.0
2025,Jeddah,6,34.0
2025,Jeddah,18,39.0
2025,Miami,5,19.0
2025,Miami,18,20.0
2025,Miami,6,22.0
2025,Miami,31,23.0
2025,Miami,12,25.0
2025,Miami,55,25.0
2025,Miami,1,26.0
2025,Miami,23,26.0
2025,Miami,22,27.0
2025,Miami,44,28.0
2025,Miami,14,28.0
2025,Miami,30,28.0
2025,Miami,81,29.0
2025,Miami,4,29.0
2025,Miami,63,29.0
2025,Miami,16,29.0
2025,Miami,10,32.0
2025,Miami,27,36.0
2025,Imola,31,1.0
2025,Imola,10,9.0
2025,Imola,16,10.0
2025,Imola,30,10.0
2025,Imola,63,11.0
2025,Imola,55,11.0
2025,Imola,14,12.0
2025,Imola,5,12.0
2025,Imola,81,13.0
2025,Imola,18,14.0
2025,Imola,43,22.0
2025,Imola,4,28.0
2025,Imola,1,29.0
2025,Imola,23,29.0
2025,Imola,6,29.0
2025,Imola,12,29.0
2025,Imola,44,29.0
2025,Imola,16,29.0
2025,Imola,27,29.0
2025,Imola,63,29.0
2025,Imola,87,29.0
2025,Imola,22,29.0
2025,Imola,55,29.0
2025,Imola,10,29.0
2025,Imola,30,29.0
2025,Imola,5,29.0
2025,Imola,81,30.0
2025,Imola,87,31.0
2025,Imola,1,46.0
2025,Imola,4,46.0
2025,Imola,44,46.0
2025,Imola,6,46.0
2025,Imola,14,46.0
2025,Imola,18,46.0
2025,Imola,43,46.0
2025,Imola,5,46.0
2025,Imola,23,47.0
2025,Monte Carlo,22,1.0
2025,Monte Carlo,10,1.0
2025,Monte Carlo,87,1.0
2025,Monte Carlo,5,1.0
2025,Monte Carlo,27,12.0
2025,Monte Carlo,43,13.0
2025,Monte Carlo,6,14.0
2025,Monte Carlo,14,16.0
2025,Monte Carlo,31,16.0
2025,Monte Carlo,18,17.0
2025,Monte Carlo,87,17.0
2025,Monte Carlo,44,18.0
2025,Monte Carlo,4,19.0
2025,Monte Carlo,6,19.0
2025,Monte Carlo,81,20.0
2025,Monte Carlo,16,22.0
2025,Monte Carlo,5,26.0
2025,Monte Carlo,43,26.0
2025,Monte Carlo,1,28.0
2025,Monte Carlo,31,28.0
2025,Monte Carlo,30,31.0
2025,Monte Carlo,23,32.0
2025,Monte Carlo,5,35.0
2025,Monte Carlo,30,40.0
2025,Monte Carlo,23,40.0
2025,Monte Carlo,27,44.0
2025,Monte Carlo,81,48.0
2025,Monte Carlo,16,49.0
2025,Monte Carlo,55,48.0
2025,Monte Carlo,4,50.0
2025,Monte Carlo,55,53.0
2025,Monte Carlo,63,53.0
2025,Monte Carlo,44,56.0
2025,Monte Carlo,63,62.0
2025,Monte Carlo,18,64.0
2025,Monte Carlo,63,68.0
2025,Monte Carlo,12,69.0
2025,Monte Carlo,12,71.0
2025,Monte Carlo,22,73.0
2025,Monte Carlo,1,77.0
2025,Catalunya,23,6.0
2025,Catalunya,87,8.0
2025,Catalunya,22,8.0
2025,Catalunya,27,9.0
2025,Catalunya,55,9.0
2025,Catalunya,10,10.0
2025,Catalunya,1,13.0
2025,Catalunya,43,14.0
2025,Catalunya,14,15.0
2025,Catalunya,44,16.0
2025,Catalunya,16,17.0
2025,Catalunya,30,18.0
2025,Catalunya,6,19.0
2025,Catalunya,5,19.0
2025,Catalunya,63,20.0
2025,Catalunya,31,20.0
2025,Catalunya,4,21.0
2025,Catalunya,12,21.0
2025,Catalunya,81,22.0
2025,Catalunya,22,24.0
2025,Catalunya,23,26.0
2025,Catalunya,1,29.0
2025,Catalunya,10,31.0
2025,Catalunya,55,34.0
2025,Catalunya,87,35.0
2025,Catalunya,16,40.0
2025,Catalunya,43,39.0
2025,Catalunya,63,41.0
2025,Catalunya,14,42.0
2025,Catalunya,31,43.0
2025,Catalunya,30,44.0
2025,Catalunya,22,44.0
2025,Catalunya,27,45.0
