Model,CV_median_race_MAE,CV_std,TEST_median_race_MAE,TEST_overall_MAE,TEST_RMSE,TEST_R2,OOB_R2
Random Forest,0.3377953385254553,0.01519639897065286,0.3244686395514437,0.34880850018819076,0.5074002496564503,-0.09407061940525607,0.13152183556179087
